ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
16414,Assessing the Impact of Area Deprivation Index on COVID-19 Prevalence: A Contrast Between Rural and Urban U.S. Jurisdictions,"BackgroundThe COVID-19 pandemic has impacted communities differentially, with poorer and minority populations being more adversely affected. Prior rural health research suggests such disparities may be exacerbated during the pandemic and in remote parts of the U.S.

ObjectivesTo understand the spread and impact of COVID-19 across the U.S., county level data for confirmed cases of COVID-19 were examined by Area Deprivation Index (ADI) scores and Metropolitan vs. Nonmetropolitan designations from the National Center for Health Statistics (NCHS). These designations were the basis for making comparisons between Urban and Rural jurisdictions.

MethodsKendalls Tau-B was used to compare effect sizes between jurisdictions on select ADI composites and well researched social determinants of health (SDH). Spearman coefficients and a moderation analysis using Poisson modeling was used to explore the relationship between ADI and COVID-19 prevalence in the context of county designation.

ResultsResults show that the relationship between area deprivation and COVID-19 prevalence was positive and higher for rural counties, when compared to urban ones and that family income and poverty had a stronger relationship with prevalence than other ADI component measures.

ConclusionsThough most Americans live in Metropolitan Areas, rural communities were found to be associated with a stronger relationship between deprivation and COVID-19 prevalence. Models for predicting COVID-19 prevalence by ADI and county type reinforced this observation but revealed no moderating effect of county type on ADI.","Kitchen, C.; Hatef, E.; Chang, H. Y.; Weiner, J.; Kharrazi, H.",2020-10-11,Epidemiology,10.1101/2020.10.07.20208462,1,Christopher Kitchen,"Johns Hopkins, School of Public Health",https://www.medrxiv.org/content/10.1101/2020.10.07.20208462v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.10.07.20208462v1.full.pdf,cc_by_nc_nd,"NA"
6537,The Impact of Coronavirus Disease 2019 (COVID-19) on Liver Injury in China: A Systematic Review and Meta-analysis,"BackgroundThe evidence for the incidence and severity of liver injury in Chinese patients with COVID-19 is still controversial.

AimsThe purpose of this study was to summarize the incidence of liver injury and the differences between liver injury markers among different patients with COVID-19 in China.

MethodsComputer searches of PubMed, Embase, CNKI and medRxiv were used to obtain reports on the incidence and markers of liver injury in Chinese patients with COVID-19, from January 1, 2020 to April 10, 2020. (No. CRD42020181350)

ResultsA total of 57 reports from China were included, including 9889 confirmed cases of COVID-19 infection. The results of the meta-analysis showed that among the patients with early COVID-19 infection in China, the incidence of liver injury events was 24.7% (95% CI, 23.4%-26.4%). Liver injury in severe patients was more common than that in non-severe patients, with a risk ratio of 2.07 (95% CI, 1.77 to 2.43). Quantitative analysis showed that the severe the coronavirus infection, the higher the level of AST, ALT, TB, ALP, GGT and the lower the level of ALB. The changing trend of the appeal index was similar in ICU patients and dead patients.

ConclusionThere is a certain risk of liver injury in Chinese patients with COVID-19, and the risk and degree of liver injury are related to the severity of COVID-19.","Zhao, X.; Lei, Z.",2020-05-08,Epidemiology,10.1101/2020.05.03.20089557,1,Zehua Lei,"1. People,s Hospital of Leshan 2.Diagnosis and Treatment Center for Liver, Gallbladder, Pancreas and Spleen System Diseases, Leshan City",https://www.medrxiv.org/content/10.1101/2020.05.03.20089557v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.05.03.20089557v1.full.pdf,cc_no,10.1097/MD.0000000000024369
14904,Model-informed COVID-19 vaccine prioritization strategies by age and serostatus,"When a vaccine for COVID-19 becomes available, limited initial supply will raise the question of how to prioritize the available doses and thus underscores the need for transparent, evidence-based strategies that relate knowledge of, and uncertainty in, disease transmission, risk, vaccine efficacy, and existing population immunity. Here, we employ a model-informed approach to vaccine prioritization that evaluates the impact of prioritization strategies on cumulative incidence and mortality and accounts for population factors such as age, contact structure, and seroprevalence, and vaccine factors including imperfect and age-varying efficacy. This framework can be used to evaluate and compare existing strategies, and it can also be used to derive an optimal prioritization strategy to minimize mortality or incidence. We find that a transmission-blocking vaccine should be prioritized to adults ages 20-49y to minimize cumulative incidence and to adults over 60y to minimize mortality. Direct vaccination of adults over 60y minimizes mortality for vaccines that do not block transmission. We also estimate the potential benefit of using individual-level serological tests to redirect doses to only seronegative individuals, improving the marginal impact of each dose. We argue that this serology-informed vaccination approach may improve the efficiency of vaccination efforts while partially addressing existing inequities in COVID-19 burden and impact.","Bubar, K. M.; Reinholt, K.; Kissler, S. M.; Lipsitch, M.; Cobey, S.; Grad, Y.; Larremore, D. B.",2021-01-08,Infectious Diseases,10.1101/2020.09.08.20190629,3,Kate M Bubar,University of Colorado Boulder,https://www.medrxiv.org/content/10.1101/2020.09.08.20190629v3?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.09.08.20190629v3.full.pdf,cc_by_nc_nd,10.1126/science.abe6959
19880,Determinants of SARS-CoV-2 transmission to guide vaccination strategy in an urban area,"BackgroundTransmission chains within small urban areas (accommodating[~]30% of the European population) greatly contribute to case burden and economic impact during the ongoing COVID-19 pandemic, and should be a focus for preventive measures to achieve containment. Here, at very high spatio-temporal resolution, we analysed determinants of SARS-CoV-2 transmission in a European urban area, Basel-City (Switzerland). Methodology. We combined detailed epidemiological, intra-city mobility, and socioeconomic data-sets with whole-genome-sequencing during the first SARS-CoV-2 wave. For this, we succeeded in sequencing 44% of all reported cases from Basel-City and performed phylogenetic clustering and compartmental modelling based on the dominating viral variant (B.1-C15324T; 60% of cases) to identify drivers and patterns of transmission. Based on these results we simulated vaccination scenarios and corresponding healthcare-system burden (intensive-care-unit occupancy). Principal Findings. Transmissions were driven by socioeconomically weaker and highly mobile population groups with mostly cryptic transmissions, whereas amongst more senior population transmission was clustered. Simulated vaccination scenarios assuming 60-90% transmission reduction, and 70-90% reduction of severe cases showed that prioritizing mobile, socioeconomically weaker populations for vaccination would effectively reduce case numbers. However, long-term intensive-care-unit occupation would also be effectively reduced if senior population groups were prioritized, provided there were no changes in testing and prevention strategies. Conclusions. Reducing SARS-CoV-2 transmission through vaccination strongly depends on the efficacy of the deployed vaccine. A combined strategy of protecting risk groups by extensive testing coupled with vaccination of the drivers of transmission (i.e. highly mobile groups) would be most effective at reducing the spread of SARS-CoV-2 within an urban area.

Author summaryWe examined SARS-CoV-2 transmission patterns within a European city (Basel, Switzerland) to infer drivers of the transmission during the first wave in spring 2020. The combination of diverse data (serological, genomic, transportation, socioeconomic) allowed us to combine phylogenetic analysis with mathematical modelling on related cases that were mapped to a residential address. As a result we could evaluate population groups driving SARS-CoV-2 transmission and quantify their effect on the transmission dynamics. We found traceable transmission chains in wealthier or more senior population groups and cryptic transmissions in the mobile, young or socioeconomic weaker population groups - these were identified as transmission drivers of the first wave. Based on this insight, we simulated vaccination scenarios for various vaccine efficacies to reflect different approaches undertaken to handle the epidemic. We conclude that vaccination of the mobile inherently younger population group would be most effective to handle following waves.","Brueningk, S. C.; Klatt, J.; Stange, M.; Mari, A.; Brunner, M.; Roloff, T.-C.; Seth-Smith, H.; Schweitzer, M.; Leuzinger, K.; Kobberoee Soegaard, K.; Albertos Torres, D.; Gensch, A.; Schlotterbeck, A.-K.; Nickel, C.; Ritz, N.; Heininger, U.; Bielicki, J.; Rentsch, K.; Fuchs, S.; Bingisser, R.; Siegemund, M.; Pargger, H.; Ciardo, D.; Dubuis, O.; Buser, A.; Tschudin-Sutter, S.; Battegay, M.; Schneider-Sliwa, R.; Borgwardt, K. M.; Hirsch, H. H.; Egli, A.",2021-06-21,Public And Global Health,10.1101/2020.12.15.20248130,4,Adrian Egli,"Clinical Bacteriology and Mycology, University Hospital Basel & University of Basel, Basel, Switzerland; Clinical Bacteriology and Mycology,  University Hospita",https://www.medrxiv.org/content/10.1101/2020.12.15.20248130v4?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.12.15.20248130v4.full.pdf,cc_by_nc,"NA"
9926,Predictive Modeling on the Number of Covid-19 Death Toll in the United States Considering the Effects of Coronavirus-Related Changes and Covid-19 Recovered Cases,"COVID-19 is caused by a coronavirus called SARS-CoV-2. Many countries around the world implemented their own policies and restrictions designed to limit the spread of Covid-19 in recent months. Businesses and schools transitioned into working and learning remotely. In the United States, many states were under strict orders to stay home at least in the month of April. In recent weeks, there are some significant changes related restrictions include social-distancing, reopening states, and staying-at-home orders. The United States surpassed 2 million coronavirus cases on Monday, June 15, 2020 less than five months after the first case was confirmed in the country. The virus has killed at least 115,000 people in the United States as of Monday, June 15, 2020, according to data from Johns Hopkins University.

With the recent easing of coronavirus-related restrictions and changes on business and social activity such as stay-at-home, social distancing since late May 2020 hoping to restore economic and business activities, new Covid-19 outbreaks are on the rise in many states across the country. Some researchers expressed concern that the process of easing restrictions and relaxing stay-at-home orders too soon could quickly surge the number of infected Covid-19 cases as well as the death toll in the United States. Some of these increases, however, could be due to more testing sites in the communities while others may be are the results of easing restrictions due to recent reopening and changed policies, though the number of daily death toll does not appear to be going down in recent days due to Covid-19 in the U.S. This raises the challenging question: O_LIHow can policy decision-makers and community leaders make the decision to implement public policies and restrictions and keep or lift staying-at-home orders of ongoing Covid-19 pandemic for their communities in a scientific way?
C_LI

In this study, we aim to develop models addressing the effects of recent Covid-19 related changes in the communities such as reopening states, practicing social-distancing, and staying-at-home orders. Our models account for the fact that changes to these policies which can lead to a surge of coronavius cases and deaths, especially in the United States. Specifically, in this paper we develop a novel generalized mathematical model and several explicit models considering the effects of recent reopening states, staying-at-home orders and social-distancing practice of different communities along with a set of selected indicators such as the total number of coronavirus recovered and new cases that can estimate the daily death toll and total number of deaths in the United States related to Covid-19 virus. We compare the modeling results among the developed models based on several existing criteria. The model also can be used to predict the number of death toll in Italy and the United Kingdom (UK). The results show very encouraging predictability for the proposed models in this study.

The model predicts that 128,500 to 140,100 people in the United States will have died of Covid-19 by July 4, 2020. The model also predicts that between 137,900 and 154,000 people will have died of Covid-19 by July 31, and 148,500 to 169,700 will have died by the end of August 2020, as a result of the SARS-CoV-2 coronavirus that causes COVID-19 based on the Covid-19 death data available on June 13, 2020.

The model also predicts that 34,900 to 37,200 people in Italy will have died of Covid-19 by July 4, and 36,900 to 40,400 people will have died by the end of August based on the data available on June 13, 2020. The model also predicts that between 43,500 and 46,700 people in the United Kingdom will have died of Covid-19 by July 4, and 48,700 to 51,900 people will have died by the end of August, as a result of the SARS-CoV-2 coronavirus that causes COVID-19 based on the data available on June 13, 2020.

The model can serve as a framework to help policy makers a scientific approach in quantifying decision-makings related to Covid-19 affairs.","Pham, H.",2020-06-17,Health Informatics,10.1101/2020.06.15.20132357,1,Hoang Pham,Rutgers University,https://www.medrxiv.org/content/10.1101/2020.06.15.20132357v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.06.15.20132357v1.full.pdf,cc_by_nc_nd,10.33889/IJMEMS.2020.5.6.087
11072,Global Assessment of the Relationship between Government Response Measures and COVID-19 Deaths,"ObjectiveTo provide an early global assessment of the impact of government stringency measures on the rate of growth in deaths from COVID-19. We hypothesized that the overall stringency of a governments interventions and the speed of implementation would affect the growth and level of deaths related to COVID-19 in that country.

DesignObservational study based on an original database of global governmental responses to the COVID-19 pandemic. Daily data was collected on a range of containment and closure policies for 170 countries from January 1, 2020 until May 27, 2020 by a team of researchers at Oxford University, UK. These data were combined into an aggregate stringency index (SI) score for each country on each day (range: 0-100). Regression was used to show correlations between the speed and strength of government stringency and deaths related to COVID-19 with a number of controls for time and country-specific demographic, health system, and economic characteristics.

InterventionsNine non-pharmaceutical interventions such as school and work closures, restrictions on international and domestic travel, public gathering bans, public information campaigns, as well as testing and contact tracing policies.

Main outcomes measuresThe primary outcome was deaths related to COVID-19, measured both in terms of maximum daily deaths and growth rate of daily deaths.

ResultsFor each day of delay to reach an SI 40, the average daily growth rate in deaths was 0.087 percentage points higher (0.056 to 0.118, P<0.001). In turn, each additional point on the SI was associated with a 0.080 percentage point lower average daily growth rate (-0.121 to -0.039, P<.001). These daily differences in growth rates lead to large cumulative differences in total deaths. For example, a week delay in enacting policy measures to SI 40 would lead to 1.7 times as many deaths overall.

ConclusionsA lower degree of government stringency and slower response times were associated with more deaths from COVID-19. These findings highlight the importance of non-pharmaceutical responses to COVID-19 as more robust testing, treatment, and vaccination measures are developed.","Hale, T.; Hale, A. J.; Kira, B.; Petherick, A.; Phillips, T.; Sridhar, D.; Thompson, R.; Webster, S.; Angrist, N.",2020-07-06,Health Policy,10.1101/2020.07.04.20145334,1,Thomas Hale,Oxford University,https://www.medrxiv.org/content/10.1101/2020.07.04.20145334v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.07.04.20145334v1.full.pdf,cc_no,"NA"
27288,The potential impact of vaccine passports on inclination to accept COVID-19 vaccinations in the United Kingdom: evidence from a large cross-sectional survey and modelling study,"BackgroundFour vaccines against the novel coronavirus 2019 disease (COVID-19) caused by the severe acute respiratory coronavirus 2 (SARS-CoV-2) have currently been approved for use in the United Kingdom. As of 30 April 2021, over 34 million adults have received at least one dose of a COVID-19 vaccine. The UK Government is considering the introduction of vaccine passports for domestic use and to facilitate international travel for UK residents. Although vaccine incentivisation has been cited as a motivating factor for vaccine passports, it is currently unclear whether vaccine passports are likely to increase inclination to accept a COVID-19 vaccine.

MethodsWe conducted a large-scale national survey in the UK of 17,611 adults between 9 and 27 April 2021. Bayesian multilevel regression and poststratification is used to provide unbiased national-level estimates of the impact of the introduction of vaccine passports on inclination to accept COVID-19 vaccines among all respondents who have not yet had two vaccination doses. Multilevel regressions identify the differential impact of the likely impact of vaccine passports on uptake intent between socio-demographic groups. Gibbs sampling was used for Bayesian model inference, with 95% highest posterior density intervals used to capture uncertainty in all parameter estimates.

FindingsWe find that the introduction of vaccine passports will likely lower inclination to accept a COVID-19 vaccine once baseline vaccination intent has been adjusted for. Notably, this decrease is larger if passports were required for domestic use rather than for facilitating international travel. The impact of passports while controlling for baseline vaccination intent differentially impacts individuals by socio-demographic status, with being male (OR 0{middle dot}87, 0{middle dot}76 to 0{middle dot}99) and having degree qualifications (OR 0{middle dot}84, 0{middle dot}72 to 0{middle dot}94) associated with a decreased inclination to vaccinate if passports were required for domestic use, while Christians (OR 1{middle dot}23, 1{middle dot}08 to 1{middle dot}41) have an increased inclination over atheists or agnostics. There is a strong association between change in vaccination inclination if passports were introduced and baseline vaccination intent: stated change in vaccination inclination is thus lower among Black or Black British respondents (compared to Whites), younger age groups, and non-English speakers. We find notable sub-national trends, for example, that passports could increase inclination among students and Jewish respondents in London compared to those in full-time education or atheists or agnostics, respectively.

InterpretationTo our knowledge, this is the first quantitative assessment of the potential impact of the introduction of vaccine passports on COVID-19 vaccine intention. Our findings should be interpreted in light of sub-national trends in current uptake rates across the UK, as our results suggest that vaccine passports may induce a lower vaccination inclination in socio-demographic groups that cluster geographically in large urban areas. Caution should therefore be exercised in introducing passports as they may result in less positive health-seeking behaviours for the COVID-19 vaccine (as well as other existing or future vaccinations) and may contribute to concentrated areas of low vaccinate uptake, which is an epidemic risk. We call for further evidence on the impact of vaccine certification on confidence in COVID-19 vaccines and in routine immunisations in wider global settings and, in particular, in countries with low overall trust in vaccinations or in authorities that administer or recommend vaccines.

FundingThis survey was funded by the Merck Investigator Studies Program (MISP)

Research in contextO_ST_ABSEvidence before this studyC_ST_ABSProof of vaccination has, to date, had limited use in public and private settings for the UK public, such as proof of yellow fever vaccination for international travel to limited destinations, or requirements of Hepatitis B vaccination in some medical roles. Although recent surveys have suggested that the majority of the British public support vaccine passports, we are not aware of any studies assessing the impact that proof of vaccination status for domestic use or for international travel may have on vaccination inclination and thus--perhaps more importantly--on epidemic spread.

Added value of this studyWe conducted a large-scale survey of more than 17,000 members of the UK public to explore attitudes to vaccine passports for domestic and international use. Bayesian methods are used to compute nationally representative estimates of the impact of vaccine passports on change in inclination to accept COVID-19 vaccines and to establish the socio-demographic determinants of vaccination inclination. This study is, as far as we are aware, the first to assess the impact of vaccine passports on vaccination inclination in the UK.

Implications of all the possible evidenceThis study provides novel insights into the potential impact of vaccine passports on COVID-19 vaccine intent in the UK. Although we find that vaccine passports receive popular support in the UK, there exists large variations in their appeal that stratify along socio-demographic lines. Most notably, younger age groups, Black and Black British ethnicities (compared to Whites), and non-English speakers are more likely to express a lower inclination to vaccinate if passports were introduced. Although these groups comprise a relatively small proportion of the UK population, there are crucial issues that these perceptions among these groups cause: notably, that these groups tend to have lower baseline vaccination intent and they cluster geographically. Therefore, since geographic clusters of low vaccination uptake can result in disproportionate increases in required vaccination levels for herd immunity in adjacent settings, we need to exercise extreme caution in public health interventions that may push these areas further away from vaccination. This is especially so if such an intervention will have little overall impact on the majority of the population outside these areas who are already quite willing to vaccinate. Overall, we find that the introduction of passports for either domestic or international use has a net negative impact on vaccination inclination, once we control for baseline vaccination intent. Our findings suggest that vaccination passports may not only yield damaging health outcomes for already marginalised communities: this may lead to further distrust in the government and public health systems and may have negative downstream consequences for other health-seeking behaviours, for example, routine immunisations.","De Figueiredo, A.; Larson, H. J.; Reicher, S. D.",2021-06-01,Health Policy,10.1101/2021.05.31.21258122,1,Alex De Figueiredo,London School of Hygiene and Tropical Medicine,https://www.medrxiv.org/content/10.1101/2021.05.31.21258122v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.05.31.21258122v1.full.pdf,cc_by_nd,NA
24327,Demographic and clinical features associated with in-hospital mortality in Egyptian COVID-19 patients: A retrospective cohort study,"IntroductionSince the worldwide emergence of the COVID-19, several protocols were used by different healthcare organisations. We evaluated in this study the demographic and clinical characteristics of COVID-19 disease in Egyptian population with special consideration for its mortality predictors.

Methodology8162 participants (mean age 48.7{+/-}17.3 years,54.5% males) with RT-PCR positive COVID-19 were included. The electronic medical records were reviewed for demographic, clinical, laboratory, and radiologic features. The primary outcome was the in-hospital mortality rate.

ResultsThe in-hospital mortality was 11.2%. There was a statistically significant strong association of in-hospital mortality with age >60 years old (OR:4.7; 95% CI 4.1-5.4;p<0.001), diabetes mellitus (OR:4.6; 95% CI 3.99-5.32;p<0.001), hypertension (OR:3.9; 95% CI 3.4-4.5;p<0.001), coronary artery disease (OR:2.7; 95% CI 2.2-3.2;p<0.001), chronic obstructive pulmonary disease (OR:2.1; 95% CI 1.7-2.5;p<0.001), chronic kidney disease (OR:4.8; 95% CI 3.9-5.9;p<0.001), malignancy (OR:3.7; 95% CI 2.3-5.75;p<0.001), neutrophil-lymphocyte ratio >3.1 (OR:6.4; 95% CI 4.4-9.5;P< 0.001), and ground glass opacities (GGOs) in CT chest (OR:3.5; 95% CI 2.84-4.4;P<0.001), respectively. There was a statistically significant moderate association of in-hospital mortality with male gender (OR:1.6; 95% CI 1.38-1.83;p<0.001) and smoking (OR:1.6; 95% CI 1.3-1.9;p<0.001). GGOs was reported as the most common CT finding (occurred in 73.1% of the study participants).

ConclusionsThis multicenter, retrospective study ascertained the higher in-hospital mortality rate in Egyptian COVID-19 patients with different comorbidities.","Asem, N.; Hassany, M.; Taema, K.; Masoud, H.; Elassal, G.; Kamal, E.; Amin, W.; Abdelbary, A.; Abdel-Baki, A.; Zaky, S.; Abdalmohsen, A.; Ibrahim, H.; Elnady, M.; Mohamed, A.; Attia, E.; Zaid, H.",2021-03-25,Infectious Diseases,10.1101/2021.03.22.21253577,1,Khaled Taema,"Critical care medicine, Cairo University, Egypt",https://www.medrxiv.org/content/10.1101/2021.03.22.21253577v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.03.22.21253577v1.full.pdf,cc_by_nc_nd,"NA"
5518,"Demographic and Socio-Economic Factors, and Healthcare Resource Indicators Associated with the Rapid Spread of COVID-19 in Northern Italy: An Ecological Study","BackgroundCOVID-19 rapidly escalated into a pandemic, threatening 213 countries, areas, and territories the world over. We aimed to identify potential province-level socioeconomic determinants of the viruss dissemination, and explain between-province differences in the speed of its spread, based on data from 36 provinces of Northern Italy.

MethodsThis is an ecological study. We included all confirmed cases of SARS-CoV-2 reported between February 24th and March 30th, 2020. For each province, we calculated the trend of contagion as the relative increase in the number of individuals infected between two time endpoints, assuming an exponential growth. Pearsons test was used to correlate the trend of contagion with a set of healthcare-associated, economic, and demographic parameters by province. The viruss spread was input as a dependent variable in a stepwise OLS regression model to test the association between rate of spread and province-level indicators.

FindingsMultivariate analysis showed that the spread of COVID-19 was correlated negatively with aging index (p-value=0.003), and positively with public transportation per capita (p-value=0.012), the % of private long-term care hospital beds and, to a lesser extent (p-value=0.070), the % of private acute care hospital beds (p-value=0.006).

InterpretationDemographic and socioeconomic factors, and healthcare organization variables were found associated with a significant difference in the rate of COVID-19 spread in 36 provinces of Northern Italy. An aging population seemed to naturally contain social contacts. The availability of healthcare resources and their coordination could play an important part in spreading infection.","Buja, A.; Paganini, M.; Cocchio, S.; Scioni, M.; Rebba, V.; Baldo, V.",2020-04-29,Public And Global Health,10.1101/2020.04.25.20078311,1,Matteo Paganini,"Department of Biomedical Sciences, University of Padova.",https://www.medrxiv.org/content/10.1101/2020.04.25.20078311v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.25.20078311v1.full.pdf,cc_by_nc_nd,10.1371/journal.pone.0244535
11733,A sensitive and affordable multiplex RT-qPCR assay for SARS-CoV-2 detection,"With the ongoing COVID-19 pandemic, caused by the novel coronavirus SARS-CoV-2, there is need for sensitive, specific and affordable diagnostic tests to identify infected individuals, not all of whom are symptomatic. The most sensitive test involves the detection of viral RNA using RT-qPCR, with many commercial kits now available for this purpose. However, these are expensive and supply of such kits in sufficient numbers cannot always be guaranteed. We therefore developed a multiplex assay using well-established SARS-CoV-2 targets alongside internal controls that monitor sample quality and nucleic acid extraction efficiency. Here, we establish that this test performs as well as widely used commercial assays, but at substantially reduced cost. Furthermore, we demonstrate >1,000-fold variability in material routinely collected by nose-and-throat swabbing. The inclusion of a human control probe in our assay provides additional information that could help reduce false negative rates.","Reijns, M. A.; Thompson, L.; Acosta, J. C.; Black, H. A.; Sanchez-Luque, F. J.; Diamond, A.; Parry, D. A.; Daniels, A.; O'shea, M.; Uggenti, C.; Sanchez, M. C.; O'callaghan, A.; Mcnab, M. L.; Adamowicz, M.; Friman, E. T.; Hurd, T.; Jarman, E. J.; Li Mow Chee, F.; Rainger, J. K.; Walker, M.; Drake, C.; Longman, D.; Mordstein, C.; Warlow, S. J.; Mckay, S.; Slater, L.; Ansari, M.; Tomlinson, I. P.; Moore, D.; Wilkinson, N.; Shepherd, J.; Templeton, K.; Johannessen, I.; Tait-Burkard, C.; Haas, J. G.; Gilbert, N.; Adams, I. R.; Jackson, A. P.",2020-10-30,Infectious Diseases,10.1101/2020.07.14.20154005,2,Martin Am Reijns,"MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh",https://www.medrxiv.org/content/10.1101/2020.07.14.20154005v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.07.14.20154005v2.full.pdf,cc_by_nc_nd,10.1371/journal.pbio.3001030
4845,Controlled Avalanche: A Regulated Voluntary Exposure Approach for Addressing Covid19,"BackgroundThe ongoing Covid-19 pandemic has driven many countries to take radical suppression measures. While reducing mortality, these measures result in severe economic repercussions, and inhibit the development of herd immunity. Until an effective vaccine will be available, we propose an alternative approach, akin to avalanche control at ski resorts, a practice which intentionally triggers small avalanches in order to prevent a singular catastrophic one. Its main goal is to approach herd immunity faster than the current alternatives, with lower mortality rates and lower demand for critical health-care resources. According to this approach, individuals whose probability of developing serious health conditions is low (i.e. 20-49 years old with no comorbidities) will be offered the option to be voluntarily exposed to the virus under controlled supervision, and will then be issued  immunity certificates if they are confirmed to have developed SARS-CoV-2 antibodies.

MethodsUsing a compartmental model we examine the implications of the controlled avalanche (CA) strategy over the population in Israel. We compare four scenarios: in two scenarios the CA program is applied to the low-risk population (with the rest of the population subject to mitigation measures), followed by mitigation for the entire population or by uncontrolled spread. These are compared to mitigated and uncontrolled scenarios without the CA program. We discuss the economic, ethical and public health implications of the CA strategy.

FindingsWe show that compared to mitigation of the entire population, the CA strategy reduces the overall mortality by 43%, reduces the maximum number of people in need for ICUs by 62% and decreases the time required for release of 50% of the low-risk population by more than 2 months.

InterpretationThis study suggests an ethically acceptable practice, that enables reaching herd immunity faster than the current alternatives, with low mortality and minimal economic damage.","Klement, E.; Klement, A.; Chinitz, D.; Harel, A.; Fattal, E.; Klausner, Z.",2020-04-22,Epidemiology,10.1101/2020.04.12.20062687,1,Eyal Klement,"Hebrew University, Jerusalem, Israel",https://www.medrxiv.org/content/10.1101/2020.04.12.20062687v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.12.20062687v1.full.pdf,cc_no,"NA"
2562,Relationship between the ABO Blood Group and the COVID-19 Susceptibility,"The novel coronavirus disease-2019 (COVID-19) has been spreading around the world rapidly and declared as a pandemic by WHO. Here, we compared the ABO blood group distribution in 2,173 patients with COVID-19 confirmed by SARS-CoV-2 test from three hospitals in Wuhan and Shenzhen, China with that in normal people from the corresponding regions. The results showed that blood group A was associated with a higher risk for acquiring COVID-19 compared with non-A blood groups, whereas blood group O was associated with a lower risk for the infection compared with non-O blood groups. This is the first observation of an association between the ABO blood type and COVID-19. It should be emphasized, however, that this is an early study with limitations. It would be premature to use this study to guide clinical practice at this time, but it should encourage further investigation of the relationship between the ABO blood group and the COVID-19 susceptibility.","Zhao, J.; Yang, Y.; Huang, H.; Li, D.; Gu, D.; Lu, X.; Zhang, Z.; Liu, L.; Liu, T.; Liu, Y.; He, Y.; Sun, B.; Wei, M.; Yang, G.; Wang, X.; Zhang, L.; Zhou, X.; Xing, M.; Wang, P. G.",2020-03-27,Epidemiology,10.1101/2020.03.11.20031096,2,Peng George Wang,"School of Medicine, Southern University of Science and Technology, Shenzhen, China",https://www.medrxiv.org/content/10.1101/2020.03.11.20031096v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.03.11.20031096v2.full.pdf,cc_no,"NA"
18058,COVID-19 pandemic risk analytics: Data mining with reliability engineering methods for analyzing spreading behavior and comparison with infectious diseases,"In December 2019, the world was confronted with the outbreak of the respiratory disease COVID-19 (Corona). The first infection (confirmed case) was detected in the City Wuhan, Hubei, China. First, it was an epidemic in China, but in the first quarter of 2020, it evolved into a pandemic, which continues to this day. The COVID-19 pandemic with its incredible speed of spread shows the vulnerability of a globalized and networked world. The first months of the pandemic were characterized by heavy burden on health systems. Worldwide, the population of countries was affected with severe restrictions, like educational system shutdown, public traffic system breakdown or a comprehensive lockdown. The severity of the burden was dependent on many factors, e.g. government, culture or health system. However, the burden happened regarding each country with slight time lags, cf. Bracke et al. (2020). This paper focuses on data analytics regarding infection data of the COVID-19 pandemic. It is a continuation of the research study COVID-19 pandemic data analytics: Data heterogeneity, spreading behavior, and lockdown impact, published by Bracke et al. (2020). The goal of this assessment is the evaluation/analysis of infection data mining considering model uncertainty, pandemic spreading behavior with lockdown impact and early second wave in Germany, Italy, Japan, New Zealand and France. Furthermore, a comparison with other infectious diseases (measles and influenza) is made. The used data base from Johns Hopkins University (JHU) runs from 01/22/2020 until 09/22/2020 with daily data, the dynamic development after 09/22/2020 is not considered. The measles/influenza analytics are based on Robert Koch Institute (RKI) data base 09/22/2020. Statistical models and methods from reliability engineering like Weibull distribution model or trend test are used to analyze the occurrence of infection.","Puls, A.; Bracke, S.",2020-11-12,Epidemiology,10.1101/2020.11.08.20227322,1,Stefan Bracke,University of Wuppertal,https://www.medrxiv.org/content/10.1101/2020.11.08.20227322v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.11.08.20227322v1.full.pdf,cc_no,"NA"
