id,type,date_created,title,description,covid_flag,date_modified,date_published,attributes.original_publication_date,attributes.doi,attributes.is_published,attributes.is_preprint_orphan,tags,attributes.preprint_doi_created,date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi,attributes.withdrawal_justification,relationships.identifiers.data,relationships.files.data,relationships.requests.data,attributes.license_record
4qzca,preprints,2020-05-12,"Crime and coronavirus: Social distancing, lockdown and the mobility elasticity of crime","Governments around the world restricted movement of people, using social distancing and lockdowns, to help stem the global coronavirus (COVID-19) pandemic. We examine crime effects for one UK police force area in comparison to 5-year averages. There is variation in the onset of change by crime type, some declining from the WHO ‘global pandemic’ announcement of 11 March, others later. By one week after the 23 March lockdown, all recorded crime had declined 41%, with variation: shoplifting (-62%), theft (-52%), domestic abuse (-45%), theft from vehicle (-43%), assault (-36%), burglary dwelling (-25%) and burglary non-dwelling (-25%). We use Google Covid-19 Consumer Mobility Reports to calculate the mobility elasticity of crime for four crime types, finding shoplifting and other theft inelastic but responsive to reduced retail sector mobility (MEC = 0.84, 0.71 respectively), burglary dwelling elastic to increases in residential area mobility (-1), with assault inelastic but responsive to reduced workplace mobility (0.56). We theorise that crime rate changes were primarily caused by those in mobility, suggesting a mobility theory of crime change in the pandemic. We identify implications for crime theory, policy and future research.",TRUE,2020-06-09,2020-05-12,NA,NA,TRUE,FALSE,COVID-19 and crime|crime decline|crime drop|; Google COVID-19 consumer mobility reports|mobility and crime|mobility elasticity of crime,2020-05-12T16:50:46.814754,NA,NA,TRUE,accepted,2020-05-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d86|5a8c80f7c698300375c76d8d|Social and Behavioral Sciences|Geography|Spatial Science|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e2b|Social and Behavioral Sciences|Sociology|Crime, Law, and Deviance",NA,2020,https://api.osf.io/v2/preprints/4qzca/contributors/,https://api.osf.io/v2/preprints/4qzca/bibliographic_contributors/,https://api.osf.io/v2/preprints/4qzca/citation/,4qzca,preprints,https://api.osf.io/v2/preprints/4qzca/identifiers/,https://api.osf.io/v2/preprints/4qzca/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/4qzca/files/,https://api.osf.io/v2/files/5ebacbc39f896200224d3a5a/,5ebacbc39f896200224d3a5a,files,https://api.osf.io/v2/preprints/4qzca/review_actions/,https://api.osf.io/v2/preprints/4qzca/requests/,https://api.osf.io/v2/preprints/4qzca/,https://osf.io/preprints/socarxiv/4qzca/,https://doi.org/10.31235/osf.io/4qzca,NA,NA,NA,NA,NA,NA
vb5q3,preprints,2020-05-12,Jevons' paradox and a tax on aviation to prevent the next pandemic,"How is it possible that, in an era of unprecedented medical progress, humanity is once again caught in a major pandemic? Several lines of evidence suggest that advances in infectious diseases control facilitate the development of major urban centers, global high-speed transportation, industrial animal farming and ecosystem destruction. In turn, all of these are well known to favor such diseases, thus reproducing the same kind of dynamic observed in resource consumption and known as Jevons’ paradox. Such economic developments compel health systems to develop continuously just to maintain what had already been achieved, which, furthermore, becomes more difficult under neoliberal policies. The process involves massive cost-shifting to society from firms in, e.g., the aviation or meat sector, which materializes intermittently in disasters such as the COVID-19 pandemic. A proposal is presented to prevent comparable events in the future, with two parts. First, a global fund with base funding from an internationally-agreed tax on aviation, devoted to upgrading health systems and to programs to tackle sources of emerging infectious diseases, especially wild animal trade. Second and no less important, a global agreement to fundamentally transform agri-food systems. This plan should be accompanied by redoubled attention to various dimensions of global change.",TRUE,2020-07-17,2020-05-12,NA,NA,TRUE,FALSE,Air travel;|COVID-19;|Degrowth;|Ecological economics;|Globalization;|Meat consumption;|Pandemic politics;|Pandemic preparedness;,2020-05-12T16:33:44.899110,NA,NA,TRUE,accepted,2020-05-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|Social and Behavioral Sciences|Economics,NA,2020,https://api.osf.io/v2/preprints/vb5q3/contributors/,https://api.osf.io/v2/preprints/vb5q3/bibliographic_contributors/,https://api.osf.io/v2/preprints/vb5q3/citation/,vb5q3,preprints,https://api.osf.io/v2/preprints/vb5q3/identifiers/,https://api.osf.io/v2/preprints/vb5q3/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/vb5q3/files/,https://api.osf.io/v2/files/5eba2a36a2199501ed5d221f/,5eba2a36a2199501ed5d221f,files,https://api.osf.io/v2/preprints/vb5q3/review_actions/,https://api.osf.io/v2/preprints/vb5q3/requests/,https://api.osf.io/v2/preprints/vb5q3/,https://osf.io/preprints/socarxiv/vb5q3/,https://doi.org/10.31235/osf.io/vb5q3,NA,NA,NA,NA,NA,NA
q96wj,preprints,2020-05-11,Analysis of Vaccines to tackle COVID-19 with Patent Review,"As humans are spreading throughout the world, infectious diseases have been a constant companion such as Bubonic Plague (200 Million deaths), 17th Century Great Plague (3 Million deaths), Plague of Justinian (30-50 Million deaths), etc . Coronavirus Disease (COVID-19) which was published on 11th January 2020 showing the intensity of Global research and development activity to develop a drug/vaccine against the disease. COVID-19 is an infectious disease caused by a newly discovered coronavirus. Human to human transmission has created a pandemic situation across the world. Pharmaceutical companies play a crucial role in this scenario to provide Drugs/Vaccines/Therapies to treat and tackle the novel coronavirus disease of 2019. This paper consists of the Drugs and Vaccines which are developed, or in the process of development , their current stage of development (clinical trials) with their patent review.",TRUE,2020-05-12,2020-05-12,NA,NA,TRUE,FALSE,COVID-19|Drugs and Vaccines|Patent Review,2020-05-12T16:46:29.582067,NA,NA,TRUE,accepted,2020-05-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,Sanrachna,2020,https://api.osf.io/v2/preprints/q96wj/contributors/,https://api.osf.io/v2/preprints/q96wj/bibliographic_contributors/,https://api.osf.io/v2/preprints/q96wj/citation/,q96wj,preprints,https://api.osf.io/v2/preprints/q96wj/identifiers/,https://api.osf.io/v2/preprints/q96wj/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/q96wj/files/,https://api.osf.io/v2/files/5eb92f48a2199501975d5c56/,5eb92f48a2199501975d5c56,files,https://api.osf.io/v2/preprints/q96wj/review_actions/,https://api.osf.io/v2/preprints/q96wj/requests/,https://api.osf.io/v2/preprints/q96wj/,https://osf.io/preprints/socarxiv/q96wj/,https://doi.org/10.31235/osf.io/q96wj,NA,NA,NA,NA,NA,NA
x2b8w,preprints,2020-05-11,Geriatric health in Bangladesh during COVID-19: challenges and recommendations,"The novel coronavirus disease (COVID-19) is impacting health globally, whereas older adults are highly susceptible and more likely to have adverse health outcomes. In Bangladesh, the elderly population has been increasing over the past few decades, who often live with poor socioeconomic conditions and inadequate access to healthcare services. These disparities are likely to increase amid COVID-19, which may result in high mortality and morbidity among Bangladeshi older adults. We recommend that multifaceted interventions should be adopted for strengthening social care and health systems approach to ensure wellbeing, promote preventive measures, and facilitate access to healthcare among older adults in Bangladesh. Such multipronged measures would require policy-level commitment and collaborative efforts of health and social care providers and institutions to protect health and wellbeing among this vulnerable population during the COVID-19 pandemic.",TRUE,2020-06-05,2020-05-11,2020-06-05T05:00:00,10.1080/01634372.2020.1772932,TRUE,FALSE,Aging|Bangladesh|Coronavirus|COVID-19|Geriatrics|Older Adults,2020-05-11T15:37:21.815024,NA,NA,TRUE,accepted,2020-05-11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f2c698300375c76c7d|Arts and Humanities|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dcf|Social and Behavioral Sciences|Social Work|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de2|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Health Policy|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e46|Social and Behavioral Sciences|Sociology|Aging and the Life Course",NA,2020,https://api.osf.io/v2/preprints/x2b8w/contributors/,https://api.osf.io/v2/preprints/x2b8w/bibliographic_contributors/,https://api.osf.io/v2/preprints/x2b8w/citation/,x2b8w,preprints,https://api.osf.io/v2/preprints/x2b8w/identifiers/,https://api.osf.io/v2/preprints/x2b8w/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/x2b8w/files/,https://api.osf.io/v2/files/5eb8d4ae9ddd28016a0920b8/,5eb8d4ae9ddd28016a0920b8,files,https://api.osf.io/v2/preprints/x2b8w/review_actions/,https://api.osf.io/v2/preprints/x2b8w/requests/,https://api.osf.io/v2/preprints/x2b8w/,https://osf.io/preprints/socarxiv/x2b8w/,https://doi.org/10.31235/osf.io/x2b8w,https://doi.org/10.1080/01634372.2020.1772932,NA,NA,NA,NA,NA
ekam3,preprints,2020-05-09,Suicide of a farmer amid COVID-19 in India: Perspectives on social determinants of suicidal behavior and prevention strategies,"The coronavirus disease (COVID-19) has impacted not only physical health but also mental health and wellbeing globally. These impacts can be critically higher among marginalized individuals and populations like farmers in India. While most of them live in poor socioeconomic conditions, recent psychosocial challenges due to the COVID-19 lockdown had brought endless suffering in their lives. In this article, we describe a case of suicide of an Indian farmer amid COVID-19 lockdown, who had debts and could not find laborers during the lockdown leading to a helpless situation committing suicide. In India, nearly 16,500 farmers commit suicide each year, which can aggravate if psychosocial and economic challenges like COVID-19 continues to affect them. We recommend psychosocial interventions among vulnerable farmers alongside strengthening economic support and institutional measures alleviating socioeconomic challenges and minimizing disparities in social determinants of suicidal behavior to prevent suicide among Indian farmers amid the COVID-19 pandemic.",TRUE,2020-05-11,2020-05-11,NA,NA,TRUE,FALSE,NA,2020-05-11T02:13:42.044128,NA,NA,TRUE,accepted,2020-05-11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d8e|5a8c80f7c698300375c76d90|Social and Behavioral Sciences|International and Area Studies|Asian Studies|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d98|5a8c80f7c698300375c76d9c|Social and Behavioral Sciences|Psychology|Community Psychology|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d98|5a8c80f7c698300375c76da2|Social and Behavioral Sciences|Psychology|Social Psychology|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d98|5a8c80f8c698300375c76da4|Social and Behavioral Sciences|Psychology|Health Psychology|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76db6|5a8c80f8c698300375c76db7|Social and Behavioral Sciences|Agricultural and Resource Economics|Food Security|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dcd|Social and Behavioral Sciences|Economics|Health Economics|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dcf|Social and Behavioral Sciences|Social Work|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de0|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Social Policy|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de2|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Health Policy",NA,2020,https://api.osf.io/v2/preprints/ekam3/contributors/,https://api.osf.io/v2/preprints/ekam3/bibliographic_contributors/,https://api.osf.io/v2/preprints/ekam3/citation/,ekam3,preprints,https://api.osf.io/v2/preprints/ekam3/identifiers/,https://api.osf.io/v2/preprints/ekam3/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/ekam3/files/,https://api.osf.io/v2/files/5eb71464a2199501515da9c2/,5eb71464a2199501515da9c2,files,https://api.osf.io/v2/preprints/ekam3/review_actions/,https://api.osf.io/v2/preprints/ekam3/requests/,https://api.osf.io/v2/preprints/ekam3/,https://osf.io/preprints/socarxiv/ekam3/,https://doi.org/10.31235/osf.io/ekam3,NA,NA,NA,NA,NA,NA
kbdum,preprints,2020-05-09,"Urban nature in a time of crisis: recreational use of green space increases during the COVID-19 outbreak in Oslo, Norway","The global response to the COVID-19 pandemic has brought with it significant changes to human mobility patterns. We aimed to explore how social distancing measures affected recreational use of urban green space during the partial lockdown in Oslo, Norway. Mobile tracking data from thousands of recreationists were used to analyze high resolution spatio-temporal changes in activity. We estimated that outdoor recreational activity increased by 291% during lockdown relative to a 3-yr average for the same days. This increase was significantly greater than expected after adjusting for the prevailing weather and time of year and equates to approx. 86,000 extra activities per day over the municipality (population of 690,000). Both pedestrians (walking, running, hiking) and cyclists appeared to intensify activity on trails with higher greenviews and tree canopy cover, but with differences in response modulated by trail accessibility and social distancing preferences. The magnitude of increase was positively associated with trail remoteness, suggesting that green spaces facilitated social distancing and indirectly mitigated the spread of COVID-19. Finally, pedestrian activity increased in city parks, peri-urban forest, as well as protected areas, highlighting the importance of access to green open spaces that are interwoven within the built-up matrix. These findings shed new light on the value of urban nature as resilience infrastructure during a time of crisis. The current pandemic also reveals some important dilemmas we might face regarding green justice on the path towards urban planning for future sustainable cities.",TRUE,2020-05-11,2020-05-11,NA,NA,TRUE,FALSE,aesthetic value|coronavirus|ecosystem service|environmental green justice|mobility|open space|STRAVA,2020-05-11T02:12:41.168570,NA,NA,TRUE,accepted,2020-05-11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d86|5a8c80f7c698300375c76d88|Social and Behavioral Sciences|Geography|Geographic Information Sciences|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d86|5a8c80f7c698300375c76d89|Social and Behavioral Sciences|Geography|Human Geography|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d86|5a8c80f7c698300375c76d8b|Social and Behavioral Sciences|Geography|Remote Sensing|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d97|Social and Behavioral Sciences|Urban Studies and Planning|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbd|Social and Behavioral Sciences|Environmental Studies|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dd0|Social and Behavioral Sciences|Leisure Studies,NA,2020,https://api.osf.io/v2/preprints/kbdum/contributors/,https://api.osf.io/v2/preprints/kbdum/bibliographic_contributors/,https://api.osf.io/v2/preprints/kbdum/citation/,kbdum,preprints,https://api.osf.io/v2/preprints/kbdum/identifiers/,https://api.osf.io/v2/preprints/kbdum/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/kbdum/files/,https://api.osf.io/v2/files/5eb702d3a21995014c5d4a12/,5eb702d3a21995014c5d4a12,files,https://api.osf.io/v2/preprints/kbdum/review_actions/,https://api.osf.io/v2/preprints/kbdum/requests/,https://api.osf.io/v2/preprints/kbdum/,https://osf.io/preprints/socarxiv/kbdum/,https://doi.org/10.31235/osf.io/kbdum,NA,NA,NA,NA,NA,NA
5tch8,preprints,2020-05-09,Trust in science and experts during the COVID-19 outbreak in Italy,"Trust in science and experts is extremely important in times of epidemics to ensure compliance with public health measures. Yet little is known about how this trust evolves while an epidemic is underway. In this paper, we examine the dynamics of trust in science and experts in real-time as the high-impact epidemic of Coronavirus (COVID-19) unfolds in Italy, by drawing on digital trace data from Twitter and survey data collected online via Telegram and Facebook. Both Twitter and Telegram data point to initial increases in reliance on and information-seeking from scientists and health authorities with the diffusion of the disease. Consistent with these increases, using a separately fielded online survey we find that knowledge about health information linked to COVID-19 and support for containment measures was fairly widespread. Trust in science, relative to trust in institutions (e.g. local or national government), emerges as a consistent predictor of both knowledge and containment outcomes. However, over time and as the epidemic peaks, we detect a slowdown and turnaround in reliance and information-seeking from scientists and health authorities, which we interpret as signs of an erosion in trust. This is supported by a novel survey experiment, which finds that those holding incorrect beliefs about COVID-19 give no or  lower importance to information about the virus when the source of such information is known to be scientific.",TRUE,2020-11-25,2020-05-11,NA,NA,TRUE,FALSE,COVID-19|digital traces|experts|pandemic|science|survey experiment|trust,2020-05-11T02:11:24.818548,NA,NA,TRUE,accepted,2020-05-11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dc5|Social and Behavioral Sciences|Economics|Behavioral Economics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|Social and Behavioral Sciences|Sociology,NA,2020,https://api.osf.io/v2/preprints/5tch8/contributors/,https://api.osf.io/v2/preprints/5tch8/bibliographic_contributors/,https://api.osf.io/v2/preprints/5tch8/citation/,5tch8,preprints,https://api.osf.io/v2/preprints/5tch8/identifiers/,https://api.osf.io/v2/preprints/5tch8/relationships/node/,https://api.osf.io/v2/nodes/8bhn4/,8bhn4,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/5tch8/files/,https://api.osf.io/v2/files/5eb6b2d2a21995013f5d5d81/,5eb6b2d2a21995013f5d5d81,files,https://api.osf.io/v2/preprints/5tch8/review_actions/,https://api.osf.io/v2/preprints/5tch8/requests/,https://api.osf.io/v2/preprints/5tch8/,https://osf.io/preprints/socarxiv/5tch8/,https://doi.org/10.31235/osf.io/5tch8,NA,NA,NA,NA,NA,NA
de9nc,preprints,2020-05-08,"Property Crime during the COVID-19 Pandemic: A comparison of recorded offence rates and dynamic forecasts (ARIMA) for March 2020 in Queensland, Australia","At the time of writing, there was 3.4 million confirmed cases of COVID-19 and more than 300,000 deaths worldwide. Not since the Spanish Flu in 1918 has the world experienced such a widespread pandemic and this has motivated many countries across globe to take unprecedented actions in an effort to curb the spread and impact of the SARS-CoV-2 virus. Among these government and regulatory interventions includes stringent domestic and international travel restrictions as well as a raft of stay-at-home and social distancing regulations. The scale of these containment measures has left criminologists wondering what impact this will have on crime in both the short- and long-term. In this study, we examine officially recorded property crime rates for March, 2020, as reported for the state of Queensland, Australia. We use ARIMA modeling techniques to compute six-month-ahead forecasts of property damage, shop theft, other theft, burglary, fraud, and motor vehicle theft rates and then compare these forecasts (and their 95% confidence intervals) with the observed data for March 2020. We conclude that the observed rates of reported property offending across Queensland were significantly lower than expected for shop theft, other theft and credit-card fraud but statistically unchanged for property damage, burglary, and motor-vehicle theft.",TRUE,2020-05-11,2020-05-09,2020-05-07T14:00:00,NA,TRUE,FALSE,arima|covid-19|forecast|property crime,2020-05-09T20:00:21.944057,NA,NA,TRUE,accepted,2020-05-09,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0c|Social and Behavioral Sciences|Social Statistics,Jason Payne and Anthony Morgan,2020,https://api.osf.io/v2/preprints/de9nc/contributors/,https://api.osf.io/v2/preprints/de9nc/bibliographic_contributors/,https://api.osf.io/v2/preprints/de9nc/citation/,de9nc,preprints,https://api.osf.io/v2/preprints/de9nc/identifiers/,https://api.osf.io/v2/preprints/de9nc/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/de9nc/files/,https://api.osf.io/v2/files/5eb5546ba2199501035da41a/,5eb5546ba2199501035da41a,files,https://api.osf.io/v2/preprints/de9nc/review_actions/,https://api.osf.io/v2/preprints/de9nc/requests/,https://api.osf.io/v2/preprints/de9nc/,https://osf.io/preprints/socarxiv/de9nc/,https://doi.org/10.31235/osf.io/de9nc,NA,NA,NA,NA,NA,NA
4quga,preprints,2020-05-07,A post-COVID-19 model of tourism and hospitality workforce resilience,"COVID-19 is proving more disruptive to tourism and hospitality than World War II. Workers in these industries are hardest hit because few of them had continuous employment contracts before the pandemic, instead relying on non-standard and contingent arrangements including self-employment, subcontracting, and casual work. Non-standard workers typically lack entitlements such as annual, sick and carers leave. Of all hospitality workers, 65% are non-standard workers. A 25% loading on hourly wages is designed to allow them to build a safety net, but this loading is insufficient to ensure workers’ livelihoods for an extended period of time without work. This research note proposes a new post-COVID-19 model of tourism and hospitality workforce resilience.",TRUE,2020-09-02,2020-05-08,2020-05-07T14:00:00,NA,TRUE,FALSE,casual work|gig economy|gig work|hospitality|just in time work|tourism|workforce,2020-05-08T11:56:40.534514,NA,NA,TRUE,accepted,2020-05-08,FALSE,NA,not_applicable,NA,NA,not_applicable,NA,NA,NA,"5a8c80f0c698300375c76c07|Law|5a8c80f2c698300375c76c7d|Arts and Humanities|5a8c80f6c698300375c76d4e|Education|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dd0|Social and Behavioral Sciences|Leisure Studies|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de0|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Social Policy|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de4|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Social Welfare|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76deb|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Public Policy",NA,2020,https://api.osf.io/v2/preprints/4quga/contributors/,https://api.osf.io/v2/preprints/4quga/bibliographic_contributors/,https://api.osf.io/v2/preprints/4quga/citation/,4quga,preprints,https://api.osf.io/v2/preprints/4quga/identifiers/,https://api.osf.io/v2/preprints/4quga/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/4quga/files/,https://api.osf.io/v2/files/5eb43d829ddd2800b0092eb3/,5eb43d829ddd2800b0092eb3,files,https://api.osf.io/v2/preprints/4quga/review_actions/,https://api.osf.io/v2/preprints/4quga/requests/,https://api.osf.io/v2/preprints/4quga/,https://osf.io/preprints/socarxiv/4quga/,https://doi.org/10.31235/osf.io/4quga,NA,NA,NA,NA,NA,NA
yatjc,preprints,2020-05-07,Concern About COVID-19 &amp; Support for Universal Vote by Mail,"With public health dangers of the novel coronavirus (COVID-19) unlikely to subside by the Fall 2020, several states are considering implementing universal vote by mail systems in advance of the General Election. Studying Americans' demand for these policies is important, as support for universal vote by mail could place pressure on policymakers to implement policies that encourage turnout, without jeopardizing public health. Drawing on insights from social and political psychology, we theorize that -- while self-identified liberals are typically more likely to support vote-by-mail policies than conservatives  -- anxiety about COVID-19's health risks could erase these differences. In a demographically representative survey of U.S. adults conducted in late April 2020 (N = 1,015), we find strong ideological asymmetries in vote-by-mail support among individuals who are not concerned about COVID-19's health effects. However, and consistent with our theory, we find that highly-concerned liberals and conservatives alike are highly supportive of universal vote-by-mail. The results suggest that anxiety about the pandemic may play an important role in shaping demand for universal vote-by-mail policies, across the ideological spectrum.",TRUE,2020-05-08,2020-05-08,2020-05-07T05:00:00,NA,TRUE,FALSE,COVID-19|Political Psychology|Political Science|Public Opinion|Vote by mail|Voting,2020-05-08T12:00:00.671279,NA,NA,TRUE,accepted,2020-05-08,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db5|Social and Behavioral Sciences|Political Science|American Politics,NA,2020,https://api.osf.io/v2/preprints/yatjc/contributors/,https://api.osf.io/v2/preprints/yatjc/bibliographic_contributors/,https://api.osf.io/v2/preprints/yatjc/citation/,yatjc,preprints,https://api.osf.io/v2/preprints/yatjc/identifiers/,https://api.osf.io/v2/preprints/yatjc/relationships/node/,https://api.osf.io/v2/nodes/nku47/,nku47,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/yatjc/files/,https://api.osf.io/v2/files/5eb3f70da2199500a15d5aaa/,5eb3f70da2199500a15d5aaa,files,https://api.osf.io/v2/preprints/yatjc/review_actions/,https://api.osf.io/v2/preprints/yatjc/requests/,https://api.osf.io/v2/preprints/yatjc/,https://osf.io/preprints/socarxiv/yatjc/,https://doi.org/10.31235/osf.io/yatjc,NA,NA,NA,NA,NA,NA
