id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories
2005.01505v2,2020-05-01T15:36:24Z,2020-09-03T20:31:23Z,Two-level modeling of quarantine,"Continuum models of epidemics do not take into account the underlying
microscopic network structure of social connections. This drawback becomes
extreme during quarantine when most people dramatically decrease their number
of social interactions, while others (like cashiers in grocery stores) continue
maintaining hundreds of contacts per day. We formulate a two-level model of
quarantine. On a microscopic level, we model a single neighborhood assuming a
star-network structure. On a mesoscopic level, the neighborhoods are placed on
a two-dimensional lattice with nearest neighbors interactions. The modeling
results are compared with the COVID-19 data for several counties in Michigan
(USA) and the phase diagram of parameters is identified.
",Evgeniy Khain,NA,http://arxiv.org/abs/2005.01505v2,http://arxiv.org/pdf/2005.01505v2,http://dx.doi.org/10.1103/PhysRevE.102.022313,"5 pages, 6 figures (figure 3 has two panels)","Phys. Rev. E 102, 022313 (2020)",10.1103/PhysRevE.102.022313,physics.soc-ph,physics.soc-ph|cond-mat.stat-mech|q-bio.PE
2106.10651v1,2021-06-20T08:33:33Z,2021-06-20T08:33:33Z,"Implementing a Detection System for COVID-19 based on Lung Ultrasound
  Imaging and Deep Learning","The COVID-19 pandemic started in China in December 2019 and quickly spread to
several countries. The consequences of this pandemic are incalculable, causing
the death of millions of people and damaging the global economy. To achieve
large-scale control of this pandemic, fast tools for detection and treatment of
patients are needed. Thus, the demand for alternative tools for the diagnosis
of COVID-19 has increased dramatically since accurated and automated tools are
not available. In this paper we present the ongoing work on a system for
COVID-19 detection using ultrasound imaging and using Deep Learning techniques.
Furthermore, such a system is implemented on a Raspberry Pi to make it portable
and easy to use in remote regions without an Internet connection.
",Carlos Rojas-Azabache|Karen Vilca-Janampa|Renzo Guerrero-Huayta|Dennis Núñez-Fernández,NA,http://arxiv.org/abs/2106.10651v1,http://arxiv.org/pdf/2106.10651v1,NA,Beyond Fairness Workshop at CVPR 2021,NA,NA,eess.IV,eess.IV|cs.CV
2011.12053v1,2020-11-24T11:59:32Z,2020-11-24T11:59:32Z,"Intervention fatigue is the primary cause of strong secondary waves in
  the COVID-19 pandemic","As of November 2020, the number of COVID-19 cases is increasing rapidly in
many countries. In Europe, the virus spread slowed considerably in the late
spring due to strict lockdown, but a second wave of the pandemic grew
throughout the fall. In this study, we first reconstruct the time evolution of
the effective reproduction numbers ${\cal R}(t)$ for each country by
integrating the equations of the classic SIR model. We cluster countries based
on the estimated ${\cal R}(t)$ through a suitable time series dissimilarity.
The result suggests that simple dynamical mechanisms determine how countries
respond to changes in COVID-19 case counts. Inspired by these results, we
extend the SIR model to include a social response to explain the number $X(t)$
of new confirmed daily cases. As a first-order model, we assume that the social
response is on the form $d_t{\cal R}=-\nu (X-X^*)$, where $X^*$ is a threshold
for response. The response rate $\nu$ depends on whether $X^*$ is below or
above this threshold, on three parameters $\nu_1,\;\nu_2,\,\nu_3,$, and on $t$.
When $X<X^*$, $\nu= \nu_1$, describes the effect of relaxed intervention when
the incidence rate is low. When $X>X^*$, $\nu=\nu_2\exp{(-\nu_3t)}$, models the
impact of interventions when incidence rate is high. The parameter $\nu_3$
represents the fatigue, i.e., the reduced effect of intervention as time
passes. The proposed model reproduces typical evolving patterns of COVID-19
epidemic waves observed in many countries. Estimating the parameters
$\nu_1,\,\nu_2,\,\nu_3$ and initial conditions, such as ${\cal R}_0$, for
different countries helps to identify important dynamics in their social
responses. One conclusion is that the leading cause of the strong second wave
in Europe in the fall of 2020 was not the relaxation of interventions during
the summer, but rather the general fatigue to interventions developing in the
fall.
",Kristoffer Rypdal|Filippo Maria Bianchi|Martin Rypdal,NA,http://arxiv.org/abs/2011.12053v1,http://arxiv.org/pdf/2011.12053v1,NA,"19 pages, 6 figures",NA,NA,q-bio.QM,q-bio.QM|q-bio.PE
2004.09996v1,2020-04-09T18:15:51Z,2020-04-09T18:15:51Z,"Real-time forecasts and risk assessment of novel coronavirus (COVID-19)
  cases: A data-driven analysis","The coronavirus disease 2019 (COVID-19) has become a public health emergency
of international concern affecting 201 countries and territories around the
globe. As of April 4, 2020, it has caused a pandemic outbreak with more than
11,16,643 confirmed infections and more than 59,170 reported deaths worldwide.
The main focus of this paper is two-fold: (a) generating short term (real-time)
forecasts of the future COVID-19 cases for multiple countries; (b) risk
assessment (in terms of case fatality rate) of the novel COVID-19 for some
profoundly affected countries by finding various important demographic
characteristics of the countries along with some disease characteristics. To
solve the first problem, we presented a hybrid approach based on autoregressive
integrated moving average model and Wavelet-based forecasting model that can
generate short-term (ten days ahead) forecasts of the number of daily confirmed
cases for Canada, France, India, South Korea, and the UK. The predictions of
the future outbreak for different countries will be useful for the effective
allocation of health care resources and will act as an early-warning system for
government policymakers. In the second problem, we applied an optimal
regression tree algorithm to find essential causal variables that significantly
affect the case fatality rates for different countries. This data-driven
analysis will necessarily provide deep insights into the study of early risk
assessments for 50 immensely affected countries.
",Tanujit Chakraborty|Indrajit Ghosh,NA,http://arxiv.org/abs/2004.09996v1,http://arxiv.org/pdf/2004.09996v1,http://dx.doi.org/10.1016/j.chaos.2020.109850,NA,NA,10.1016/j.chaos.2020.109850,stat.AP,stat.AP
2009.13302v1,2020-09-24T20:35:31Z,2020-09-24T20:35:31Z,"Characterization of Covid-19 Dataset using Complex Networks and Image
  Processing","This paper aims to explore the structure of pattern behind covid-19 dataset.
The dataset includes medical images with positive and negative cases. A sample
of 100 sample is chosen, 50 per each class. An histogram frequency is
calculated to get features using statistical measurements, besides a feature
extraction using Grey Level Co-Occurrence Matrix (GLCM). Using both features
are build Complex Networks respectively to analyze the adjacency matrices and
check the presence of patterns. Initial experiments introduces the evidence of
hidden patterns in the dataset for each class, which are visible using Complex
Networks representation.
",Josimar Chire|Esteban Wilfredo Vilca Zuniga,NA,http://arxiv.org/abs/2009.13302v1,http://arxiv.org/pdf/2009.13302v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV|cs.CY
2102.04844v1,2021-02-06T08:38:04Z,2021-02-06T08:38:04Z,Contact Tracing Apps for COVID-19: Access Permission and User Adoption,"Contact tracing apps are powerful software tools that can help control the
spread of COVID-19. In this article, we evaluated 53 COVID-19 contact tracing
apps found on the Google Play Store in terms of their usage, rating, access
permission, and user privacy. For each app included in the study, we identified
the country of origin, number of downloads, and access permissions to further
understand the attributes and ratings of the apps. Our results show that
contact tracing apps had low overall ratings and nearly 40% of the included
apps were requesting dangerous access permission including access to storage,
media files, and camera permissions. We also found that user adoption rates
were inversely correlated to access permission requirements. To the best of our
knowledge, our article summarizes the most extensive collection of contact
tracing apps for COVID-19. We recommend that future contact tracing apps should
be more transparent in permission requirements and should provide justification
for permissions requested to preserve the app users privacy.
",Amal Awadalla Ali|Asma Hamid ElFadl|Maha Fawzy Abujazar|Sarah Aziz|Alaa Abd-Alrazaq|Zubair Shah|Samir Brahim Belhaouari|Mowafa Househ|Tanvir Alam,NA,http://arxiv.org/abs/2102.04844v1,http://arxiv.org/pdf/2102.04844v1,NA,Contact Tracing Apps for COVID-19,NA,NA,cs.SE,cs.SE
2007.02105v2,2020-07-04T14:20:59Z,2020-07-07T01:45:23Z,"Prediction Regions for Poisson and Over-Dispersed Poisson Regression
  Models with Applications to Forecasting Number of Deaths during the COVID-19
  Pandemic","Motivated by the current Coronavirus Disease (COVID-19) pandemic, which is
due to the SARS-CoV-2 virus, and the important problem of forecasting daily
deaths and cumulative deaths, this paper examines the construction of
prediction regions or intervals under the Poisson regression model and for an
over-dispersed Poisson regression model. For the Poisson regression model,
several prediction regions are developed and their performance are compared
through simulation studies. The methods are applied to the problem of
forecasting daily and cumulative deaths in the United States (US) due to
COVID-19. To examine their performance relative to what actually happened,
daily deaths data until May 15th were used to forecast cumulative deaths by
June 1st. It was observed that there is over-dispersion in the observed data
relative to the Poisson regression model. An over-dispersed Poisson regression
model is therefore proposed. This new model builds on frailty ideas in Survival
Analysis and over-dispersion is quantified through an additional parameter. The
Poisson regression model is a hidden model in this over-dispersed Poisson
regression model and obtains as a limiting case when the over-dispersion
parameter increases to infinity. A prediction region for the cumulative number
of US deaths due to COVID-19 by July 16th, given the data until July 2nd, is
presented. Finally, the paper discusses limitations of proposed procedures and
mentions open research problems, as well as the dangers and pitfalls when
forecasting on a long horizon, with focus on this pandemic where events, both
foreseen and unforeseen, could have huge impacts on point predictions and
prediction regions.
",T. KIm|B. Lieberman|G. Luta|E. Pena,NA,http://arxiv.org/abs/2007.02105v2,http://arxiv.org/pdf/2007.02105v2,NA,"There are 16 Figures with some containing one to four plot panels.
  The appendix section are supplementary materials. Without these supplementary
  materials, there are 35 pages in this manuscript",NA,NA,stat.ME,"stat.ME|stat.AP|Primary: 62J02, 62P99, Secondary: 62F99, 62M10"
2004.10376v1,2020-04-22T02:57:35Z,2020-04-22T02:57:35Z,"SIRNet: Understanding Social Distancing Measures with Hybrid Neural
  Network Model for COVID-19 Infectious Spread","The SARS-CoV-2 infectious outbreak has rapidly spread across the globe and
precipitated varying policies to effectuate physical distancing to ameliorate
its impact. In this study, we propose a new hybrid machine learning model,
SIRNet, for forecasting the spread of the COVID-19 pandemic that couples with
the epidemiological models. We use categorized spatiotemporally explicit
cellphone mobility data as surrogate markers for physical distancing, along
with population weighted density and other local data points. We demonstrate at
varying geographical granularity that the spectrum of physical distancing
options currently being discussed among policy leaders have epidemiologically
significant differences in consequences, ranging from viral extinction to near
complete population prevalence. The current mobility inflection points vary
across geographical regions. Experimental results from SIRNet establish
preliminary bounds on such localized mobility that asymptotically induce
containment. The model can support in studying non-pharmacological
interventions and approaches that minimize societal collateral damage and
control mechanisms for an extended period of time.
",Nicholas Soures|David Chambers|Zachariah Carmichael|Anurag Daram|Dimpy P. Shah|Kal Clark|Lloyd Potter|Dhireesha Kudithipudi,NA,http://arxiv.org/abs/2004.10376v1,http://arxiv.org/pdf/2004.10376v1,NA,NA,NA,NA,q-bio.PE,q-bio.PE
2102.09372v1,2021-02-09T05:37:36Z,2021-02-09T05:37:36Z,"Mobile Apps Prioritizing Privacy, Efficiency and Equity: A Decentralized
  Approach to COVID-19 Vaccination Coordination","In this early draft, we describe a decentralized, app-based approach to
COVID-19 vaccine distribution that facilitates zero knowledge verification,
dynamic vaccine scheduling, continuous symptoms reporting, access to aggregate
analytics based on population trends and more. To ensure equity, our solution
is developed to work with limited internet access as well. In addition, we
describe the six critical functions that we believe last mile vaccination
management platforms must perform, examine existing vaccine management systems,
and present a model for privacy-focused, individual-centric solutions.
",Joseph Bae|Rohan Sukumaran|Sheshank Shankar|Anshuman Sharma|Ishaan Singh|Haris Nazir|Colin Kang|Saurish Srivastava|Parth Patwa|Abhishek Singh|Priyanshi Katiyar|Vitor Pamplona|Ramesh Raskar,NA,http://arxiv.org/abs/2102.09372v1,http://arxiv.org/pdf/2102.09372v1,NA,NA,NA,NA,cs.CY,cs.CY
2008.10022v1,2020-08-23T12:05:12Z,2020-08-23T12:05:12Z,"COVID-19 Pandemic: Identifying Key Issues using Social Media and Natural
  Language Processing","The COVID-19 pandemic has affected people's lives in many ways. Social media
data can reveal public perceptions and experience with respect to the pandemic,
and also reveal factors that hamper or support efforts to curb global spread of
the disease. In this paper, we analyzed COVID-19-related comments collected
from six social media platforms using Natural Language Processing (NLP)
techniques. We identified relevant opinionated keyphrases and their respective
sentiment polarity (negative or positive) from over 1 million randomly selected
comments, and then categorized them into broader themes using thematic
analysis. Our results uncover 34 negative themes out of which 17 are economic,
socio-political, educational, and political issues. 20 positive themes were
also identified. We discuss the negative issues and suggest interventions to
tackle them based on the positive themes and research evidence.
",Oladapo Oyebode|Chinenye Ndulue|Dinesh Mulchandani|Banuchitra Suruliraj|Ashfaq Adib|Fidelia Anulika Orji|Evangelos Milios|Stan Matwin|Rita Orji,NA,http://arxiv.org/abs/2008.10022v1,http://arxiv.org/pdf/2008.10022v1,NA,"12 pages, 7 figures, 3 tables",NA,NA,cs.CL,cs.CL|cs.CY|cs.IR|cs.SI
2104.15007v1,2021-04-28T05:44:02Z,2021-04-28T05:44:02Z,"Time Series Forecasting of New Cases and New Deaths Rate for COVID-19
  using Deep Learning Methods","Covid-19 has been started in the year 2019 and imposed restrictions in many
countries and costs organisations and governments. Predicting the number of new
cases and deaths during this period can be a useful step in predicting the
costs and facilities required in the future. The purpose of this study is to
predict new cases and death rate for seven days ahead. Deep learning methods
and statistical analysis model these predictions for 100 days. Six different
deep learning methods are examined for the data adopted from the WHO website.
Three methods are known as LSTM, Convolutional LSTM, and GRU. The
bi-directional mode is then considered for each method to forecast the rate of
new cases and new deaths for Australia and Iran countries. This study is novel
as it attempts to implement the mentioned three deep learning methods, along
with their Bi-directional models, to predict COVID-19 new cases and new death
rate time series. All methods are compared, and results are presented. The
results are examined in the form of graphs and statistical analyses. The
results show that the Bi-directional models have lower error than other models.
Several error evaluation metrics are presented to compare all models, and
finally, the superiority of Bi-directional methods are determined. The
experimental results and statistical test show on datasets to compare the
proposed method with other baseline methods. This research could be useful for
organisations working against COVID-19 and determining their long-term plans.
",Nooshin Ayoobi|Danial Sharifrazi|Roohallah Alizadehsani|Afshin Shoeibi|Juan M. Gorriz|Hossein Moosaei|Abbas Khosravi|Saeid Nahavandi|Abdoulmohammad Gholamzadeh Chofreh|Feybi Ariani Goni|Jiri Jaromir Klemes|Amir Mosavi,NA,http://arxiv.org/abs/2104.15007v1,http://arxiv.org/pdf/2104.15007v1,NA,NA,NA,NA,cs.LG,cs.LG|cs.CV
2006.00579v1,2020-05-31T18:11:53Z,2020-05-31T18:11:53Z,"Summer vacation and COVID-19: effects of metropolitan people going to
  summer provinces","Many countries are now investigating what the effects of summer vacation
might be on the COVID-19 pandemic. Here one particular such question is
addressed: what will happen if large numbers of metropolitan people visit a
less populated province during the summer vacation? By means of a simple
epidemic model, allowing for both short and long-term visitors to the province,
it is studied which features are most influential in determining if such summer
movements will result in large number of infections among the province
population. The method is applied to the island of Gotland off the South East
coast of Sweden. It is shown that the amount of mixing between the metropolitan
and province groups and the fraction of metropolitan people being infectious
upon arrival are most influential. Consequently, minimizing events gathering
both the province and metropolitan groups and/or reducing the number of
short-term visitors could substantially decrease spreading, as could measures
to lower the fraction initially infectious upon arrival.
",Tom Britton|Frank Ball,NA,http://arxiv.org/abs/2006.00579v1,http://arxiv.org/pdf/2006.00579v1,NA,NA,NA,NA,q-bio.PE,q-bio.PE|physics.soc-ph
2010.10320v1,2020-10-20T14:40:39Z,2020-10-20T14:40:39Z,"Excess deaths, baselines, Z-scores, P-scores and peaks","The recent Covid-19 epidemic has lead to comparisons of the countries
suffering from it. These are based on the number of excess deaths attributed
either directly or indirectly to the epidemic. Unfortunately the data on which
such comparisons rely are often incomplete and unreliable. This article
discusses problems of interpretation of data even when the data is largely
accurate and delayed by at most two to three weeks. This applies to the Office
of National Statistics in the UK, the Statistisches Bundesamt in Germany and
the Belgian statistical office Statbel. The data in the article is taken from
these three sources. The number of excess deaths is defined as the number of
deaths minus the baseline, the definition of which varies from country to
country. In the UK it is the average number of deaths over the last five years,
in Germany it is over the last four years and in Belgium over the last 11
years. This means that in all cases the individual baselines depend strongly on
the timing and intensity of adverse factors such as past influenza epidemics
and heat waves. This makes cross-country comparisons difficult. A baseline
defined as the number the number of deaths in the absence of adverse factors
can be operationalized by taking say the 10\% quantile of the number of deaths.
This varies little over time and European countries within given age groups. It
therefore enables more robust and accurate comparisons of different countries.
The article criticizes the use of Z-scores which distort the comparison between
countries. Finally the problem of describing past epidemics by their timing,
that is start and finish and time of the maximum, and by their effect, the
height of the maximum and the total number of deaths, is considered.
",Laurie Davies,NA,http://arxiv.org/abs/2010.10320v1,http://arxiv.org/pdf/2010.10320v1,NA,20 pages 9 figures 2 tables,NA,NA,stat.AP,stat.AP|62P10 62P12
2102.06883v1,2021-02-13T08:08:36Z,2021-02-13T08:08:36Z,"Fusion of convolution neural network, support vector machine and Sobel
  filter for accurate detection of COVID-19 patients using X-ray images","The coronavirus (COVID-19) is currently the most common contagious disease
which is prevalent all over the world. The main challenge of this disease is
the primary diagnosis to prevent secondary infections and its spread from one
person to another. Therefore, it is essential to use an automatic diagnosis
system along with clinical procedures for the rapid diagnosis of COVID-19 to
prevent its spread. Artificial intelligence techniques using computed
tomography (CT) images of the lungs and chest radiography have the potential to
obtain high diagnostic performance for Covid-19 diagnosis. In this study, a
fusion of convolutional neural network (CNN), support vector machine (SVM), and
Sobel filter is proposed to detect COVID-19 using X-ray images. A new X-ray
image dataset was collected and subjected to high pass filter using a Sobel
filter to obtain the edges of the images. Then these images are fed to CNN deep
learning model followed by SVM classifier with ten-fold cross validation
strategy. This method is designed so that it can learn with not many data. Our
results show that the proposed CNN-SVM with Sobel filtering (CNN-SVM+Sobel)
achieved the highest classification accuracy of 99.02% in accurate detection of
COVID-19. It showed that using Sobel filter can improve the performance of CNN.
Unlike most of the other researches, this method does not use a pre-trained
network. We have also validated our developed model using six public databases
and obtained the highest performance. Hence, our developed model is ready for
clinical application
",Danial Sharifrazi|Roohallah Alizadehsani|Mohamad Roshanzamir|Javad Hassannataj Joloudari|Afshin Shoeibi|Mahboobeh Jafari|Sadiq Hussain|Zahra Alizadeh Sani|Fereshteh Hasanzadeh|Fahime Khozeimeh|Abbas Khosravi|Saeid Nahavandi|Maryam Panahiazar|Assef Zare|Sheikh Mohammed Shariful Islam|U Rajendra Acharya,NA,http://arxiv.org/abs/2102.06883v1,http://arxiv.org/pdf/2102.06883v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV
2008.00262v1,2020-08-01T13:18:48Z,2020-08-01T13:18:48Z,"Estimating the real burden of disease under a pandemic situation: The
  SARS-CoV2 case","The present paper introduces a new model used to study and analyse the severe
acute respiratory syndrome coronavirus 2 (SARS-CoV2) epidemic-reported-data
from Spain. This is a Hidden Markov Model whose hidden layer is a regeneration
process with Poisson immigration, Po-INAR(1), together with a mechanism that
allows the estimation of the under-reporting in non-stationary count time
series. A novelty of the model is that the expectation of the innovations in
the unobserved process is a time-dependent function defined in such a way that
information about the spread of an epidemic, as modelled through a
Susceptible-Infectious-Removed dynamical system, is incorporated into the
model. In addition, the parameter controlling the intensity of the
under-reporting is also made to vary with time to adjust to possible
seasonality or trend in the data. Maximum likelihood methods are used to
estimate the parameters of the model.
",Amanda Fernández-Fontelo|David Moriña|Alejandra Cabaña|Argimiro Arratia|Pere Puig,NA,http://arxiv.org/abs/2008.00262v1,http://arxiv.org/pdf/2008.00262v1,http://dx.doi.org/10.1371/journal.pone.0242956,"18 pages, 4 figures",NA,10.1371/journal.pone.0242956,stat.ME,stat.ME|stat.AP
2004.09009v1,2020-04-20T01:14:55Z,2020-04-20T01:14:55Z,"Data Driven Modeling of Projected Mitigation and Suppressing Strategy
  Interventions for SARS-COV 2 in Ghana","In the midst of pandemic for respiratory illness, the call for
non-pharmaceutical interventions become the highest priority for infectious
disease and public health experts, while the race towards vaccine or medical
intervention are ongoing. Individuals may modify their behavior and take
preventative steps to reduce infection risk in the bid to adhere to the call by
government officials and experts. As a result, the existence of relationship
between the preliminary and the final transmission rates become feeble. This
study evaluates the behavioral changes (mitigation and suppression measures)
proposed by public health experts for COVID-19 which had altered human behavior
and their day to day lives. The dynamics underlying the mitigation and
suppression measures reduces the contacts among citizens and significantly
interfere with their physical and social behavior. The results show all the
measures have a significant impact on the decline of transmission rate.
However, the mitigation measures might prolong the elimination of the
transmission which might lead to a severe economic meltdown, yet, a combination
of the measures show a possibility of rooting out transmission within 30 days
if adhered to in an extreme manner. The result shows a peak period of infection
for Ghana ranges from 64th day to 74th day of infection time period.
",Emmanuel de-Graft Johnson Owusu-Ansah Atinuke O. Adebanji Eric Nimako-Aidoo,NA,http://arxiv.org/abs/2004.09009v1,http://arxiv.org/pdf/2004.09009v1,NA,"21 Pages, 6 Figures 5 Tables This study assess the mitigation and
  suppression measures undertaken by the government of Ghana for managing
  COVID-19",NA,NA,q-bio.PE,q-bio.PE|stat.AP|76xx
2106.03683v1,2021-06-07T15:00:12Z,2021-06-07T15:00:12Z,Towards a Multi-purpose Robotic Nursing Assistant,"Robotic nursing aid is one of the heavily researched areas in robotics
nowadays. Several robotic assistants exist that only focus on a specific
function related to nurses assistance or functions related to patient aid.
There is a need for a unified system that not only performs tasks that would
assist nurses and reduce their burden but also perform tasks that help a
patient. In recent times, due to the COVID-19 pandemic, there is also an
increase in the need for robotic assistants that have teleoperation
capabilities to provide better protection against the virus spread. To address
these requirements, we propose a novel Multi-purpose Intelligent Nurse Aid
(MINA) robotic system that is capable of providing walking assistance to the
patients and perform teleoperation tasks with an easy-to-use and intuitive
Graphical User Interface (GUI). This paper also presents preliminary results
from the walking assistant task that improves upon the current state-of-the-art
methods and shows the developed GUI for teleoperation.
",Krishna Chaitanya Kodur|Kaustubh Rajpathak|Akilesh Rajavenkatanarayanan|Maria Kyrarini|Fillia Makedon,NA,http://arxiv.org/abs/2106.03683v1,http://arxiv.org/pdf/2106.03683v1,NA,"accepted at ICRA 2021 Workshop on No-Touch Care for Worker Safety
  During Pandemic Response",NA,NA,cs.RO,cs.RO|cs.CV|cs.SY|eess.SY
2003.10359v1,2020-03-23T16:25:55Z,2020-03-23T16:25:55Z,"Understanding the perception of COVID-19 policies by mining a
  multilanguage Twitter dataset","The objective of this work is to explore popular discourse about the COVID-19
pandemic and policies implemented to manage it. Using Natural Language
Processing, Text Mining, and Network Analysis to analyze corpus of tweets that
relate to the COVID-19 pandemic, we identify common responses to the pandemic
and how these responses differ across time. Moreover, insights as to how
information and misinformation were transmitted via Twitter, starting at the
early stages of this pandemic, are presented. Finally, this work introduces a
dataset of tweets collected from all over the world, in multiple languages,
dating back to January 22nd, when the total cases of reported COVID-19 were
below 600 worldwide. The insights presented in this work could help inform
decision makers in the face of future pandemics, and the dataset introduced can
be used to acquire valuable knowledge to help mitigate the COVID-19 pandemic.
",Christian E. Lopez|Malolan Vasu|Caleb Gallemore,NA,http://arxiv.org/abs/2003.10359v1,http://arxiv.org/pdf/2003.10359v1,NA,https://github.com/lopezbec/COVID19_Tweets_Dataset,NA,NA,cs.SI,cs.SI
2105.01142v1,2021-05-03T19:43:34Z,2021-05-03T19:43:34Z,"Relationship among state reopening policies, health outcomes and
  economic recovery through first wave of the COVID-19 pandemic in the U.S","State governments in the U.S. have been facing difficult decisions involving
tradeoffs between economic and health-related outcomes during the COVID-19
pandemic. Despite evidence of the effectiveness of government-mandated
restrictions mitigating the spread of contagion, these orders are stigmatized
due to undesirable economic consequences. This tradeoff resulted in state
governments employing mandates at widely different ways. We compare the
different policies states implemented during periods of restriction
(""lockdown"") and reopening with indicators of COVID-19 spread and consumer card
spending at each state during the first ""wave"" of the pandemic in the U.S.
between March and August 2020. We find that while some states enacted reopening
decisions when the incidence rate of COVID-19 was minimal or sustained in its
relative decline, other states relaxed socioeconomic restrictions near their
highest incidence and prevalence rates experienced so far. Nevertheless, all
states experienced similar trends in consumer card spending recovery, which was
strongly correlated with reopening policies following the lockdowns and
relatively independent from COVID-19 incidence rates at the time. Our findings
suggest that consumer card spending patterns can be attributed to government
mandates rather than COVID-19 incidence in the states. This result highlights
the important role of state policies in minimizing health impacts while
promoting economic recovery and helps planning effective interventions in
subsequent waves and immunization efforts.
",Alexandre K. Ligo|Emerson Mahoney|Jeffrey Cegan|Benjamin D. Trump|Andrew S. Jin|Maksim Kitsak|Jesse Keenan|Igor Linkov,NA,http://arxiv.org/abs/2105.01142v1,http://arxiv.org/pdf/2105.01142v1,NA,NA,NA,NA,econ.GN,econ.GN|q-fin.EC
2005.10237v2,2020-05-20T17:54:25Z,2020-05-26T02:21:49Z,A Critical Assessment of Some Recent Work on COVID-19,"I tentatively re-analyze data from two well-publicized studies on COVID-19,
namely the Charit\'{e} ""viral load in children"" and the Bonn ""seroprevalence in
Heinsberg/Gangelt"" study, from information available in the preprints. The
studies have the following in common:
  - They received worldwide attention and arguably had policy impact.
  - The thrusts of their findings align with the respective lead authors'
(different) public stances on appropriate response to COVID-19.
  - Tentatively, my reading of the Gangelt study neutralizes its thrust, and my
reading of the Charit\'{e} study reverses it.
  The exercise may aid in placing these studies in the literature. With all
caveats that apply to n=2 quickfire analyses based off preprints, one also
wonders whether it illustrates inadvertent effects of ""researcher degrees of
freedom.""
",Jörg Stoye,NA,http://arxiv.org/abs/2005.10237v2,http://arxiv.org/pdf/2005.10237v2,NA,NA,NA,NA,stat.AP,stat.AP|physics.soc-ph|q-bio.PE
2004.07237v2,2020-04-15T17:58:32Z,2020-05-26T00:10:29Z,Digital Herd Immunity and COVID-19,"A population can be immune to epidemics even if not all of its individual
members are immune to the disease, just as long as sufficiently many are immune
- this is the traditional notion of herd immunity. In the smartphone era a
population can be immune to epidemics even if not a single one of its members
is immune to the disease - a notion we propose to call ""digital herd immunity"",
which is similarly an emergent characteristic of the population. This immunity
arises because contact-tracing protocols based on smartphone capabilities can
lead to highly efficient quarantining of infected population members and thus
the extinguishing of nascent epidemics. When the disease characteristics are
favorable and smartphone usage is high enough, the population is in this immune
phase. As usage decreases there is a novel ""contact tracing"" phase transition
to an epidemic phase. We present and study a simple branching-process model for
COVID-19 and show that digital immunity is possible regardless of the
proportion of non-symptomatic transmission. We believe this is a promising
strategy for dealing with COVID-19 in many countries such as India, whose
challenges of scale motivated us to undertake this study.
",Vir B. Bulchandani|Saumya Shivam|Sanjay Moudgalya|S. L. Sondhi,NA,http://arxiv.org/abs/2004.07237v2,http://arxiv.org/pdf/2004.07237v2,NA,"v2: 6+11 pages, 3+2 figures, analytical results substantially
  expanded to include exact threshold for digital herd immunity and universal
  properties of the contact-tracing phase transition",NA,NA,cond-mat.stat-mech,cond-mat.stat-mech|physics.bio-ph|q-bio.PE
2106.03591v1,2021-06-07T13:17:16Z,2021-06-07T13:17:16Z,"Calibrating multi-dimensional complex ODE from noisy data via deep
  neural networks","Ordinary differential equations (ODEs) are widely used to model complex
dynamics that arises in biology, chemistry, engineering, finance, physics, etc.
Calibration of a complicated ODE system using noisy data is generally very
difficult. In this work, we propose a two-stage nonparametric approach to
address this problem. We first extract the de-noised data and their higher
order derivatives using boundary kernel method, and then feed them into a
sparsely connected deep neural network with ReLU activation function. Our
method is able to recover the ODE system without being subject to the curse of
dimensionality and complicated ODE structure. When the ODE possesses a general
modular structure, with each modular component involving only a few input
variables, and the network architecture is properly chosen, our method is
proven to be consistent. Theoretical properties are corroborated by an
extensive simulation study that demonstrates the validity and effectiveness of
the proposed method. Finally, we use our method to simultaneously characterize
the growth rate of Covid-19 infection cases from 50 states of the USA.
",Kexuan Li|Fangfang Wang|Ruiqi Liu|Fan Yang|Zuofeng Shang,NA,http://arxiv.org/abs/2106.03591v1,http://arxiv.org/pdf/2106.03591v1,NA,NA,NA,NA,stat.ML,stat.ML|cs.LG|stat.ME
