id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
1912.00593v2,2019-12-02T06:38:03Z,2019-12-04T01:31:53Z,Logarithmic A-hypergeometric series,"The method of Frobenius is a standard technique to construct series solutions
of an ordinary linear differential equation around a regular singular point. In
the classical case, when the roots of the indicial polynomial are separated by
an integer, logarithmic solutions can be constructed by means of perturbation
of a root.
  The method for a regular A-hypergeometric system is a theme of the book by
Saito, Sturmfels, and Takayama. Whereas they perturbed a parameter vector to
obtain logarithmic A-hypergeometric series solutions, we adopt a different
perturbation in this paper.
",Mutsumi Saito,NA,http://arxiv.org/abs/1912.00593v2,http://arxiv.org/pdf/1912.00593v2,NA,"20 pages, 3 figures",NA,NA,math.AG,math.AG|math.CO|33C70,1912.00593v2.txt,0,,0,,
1901.00807v1,2019-01-03T16:33:07Z,2019-01-03T16:33:07Z,"On the cohomology of rank two vector bundles on P2 and a theorem of
  Chiantini and Valabrega","We show that a normalized rank two vector bundle, E, on P2 splits if and only
if h1(E(-1)) = 0. Using this fact we give another proof of a theorem of
Chiantini and Valabrega. Finally we describe the normalized bundles with
h1(E(-1)) <= 4.
",Philippe Ellia,NA,http://arxiv.org/abs/1901.00807v1,http://arxiv.org/pdf/1901.00807v1,NA,NA,NA,NA,math.AG,math.AG,1901.00807v1.txt,0,,0,,
1912.03122v1,2019-12-06T13:52:17Z,2019-12-06T13:52:17Z,"Investigation of interaction of circularly and linearly polarized photon
  beams with polarized 3He target","Photodisintegration of polarized 3He by linearly or circularily polarized
photons offers a rich choice of observables which can be calculated with high
precision using a rigorous scheme of three-nucleon Faddeev equations. Using the
(semi)phenomenological AV18 nucleon-nucleon potential combined with the Urbana
IX three-nucleon force we investigate sensitivity of 3He photodisintegration
observables to underlying currents taken in the form of a single-nucleon
current supplemented by two-body contributions for $\pi$- and $\rho$-meson
exchanges or incorporated by the Siegert theorem. Promising observables to be
measured for two- and three-body fragmentation of 3He are identified. These
observables form a challenging test ground for consistent forces and currents
being under derivation within the framework of chiral perturbation theory. For
thre-body 3He photodisintegration several kinematicaly complete configurations,
including SST and FSI, are also discussed.
",H. Witała|J. Golak|R. Skibiński|K. Topolnicki|V. Urbanevych,NA,http://arxiv.org/abs/1912.03122v1,http://arxiv.org/pdf/1912.03122v1,http://dx.doi.org/10.1103/PhysRevC.101.024003,"25 pages, 10 figures, 1 table","Phys. Rev. C 101, 024003 (2020)",10.1103/PhysRevC.101.024003,nucl-th,nucl-th,1912.03122v1.txt,0,,0,,
1907.03107v3,2019-07-06T10:19:04Z,2020-05-22T08:21:41Z,"CoAug-MR: An MR-based Interactive Office Workstation Design System via
  Augmented Multi-Person Collaboration","Digital prototyping and evaluation using 3D modeling and digital human models
are becoming more practical for customizing products to the preference of a
user. However, the 3D modeling is less accessible to casual users, and digital
human models suffer from insufficient body data and less intuitive illustration
on how people use the product or how it accommodates to their body. Recently,
VR-supported 'Do It Yourself' design has achieved real-time ergonomic
evaluation with users themselves by capturing their poses, however, it lacks
reliability and quality of design. In this paper, we explore a multi-person
interactive design approach that enables designers, users, and even ergonomists
to collaborate to achieve effective and reliable design and prototyping tasks.
Mixed Reality that utilizes Hololens and motion tracking devices had been
developed to provide instant design feedback and evaluation and to experience
prototyping in physical space. We evaluate the system based on the usability
study, where casual users and designers are engaged in the interactive process
of designing items with respect to the body information, the preference, and
the environment.
",Lin Wang|Kuk-Jin Yoon,NA,http://arxiv.org/abs/1907.03107v3,http://arxiv.org/pdf/1907.03107v3,NA,"10 pages, Paper in submission",NA,NA,cs.HC,cs.HC|cs.GR,1907.03107v3.txt,0,,0,,
1907.11535v2,2019-07-26T12:43:03Z,2020-01-14T09:20:37Z,"Convergence to the Grim Reaper for a Curvature Flow with Unbounded
  Boundary Slopes","We consider a curvature flow $V=H$ in the band domain $\Omega :=[-1,1]\times
\R$, where, for a graphic curve $\Gamma_t$, $V$ denotes its normal velocity and
$H$ denotes its curvature. If $\Gamma_t$ contacts the two boundaries
$\partial_\pm \Omega$ of $\Omega$ with constant slopes, in 1993, Altschular and
Wu \cite{AW1} proved that $\Gamma_t$ converges to a {\it grim reaper}
contacting $\partial_\pm \Omega$ with the same prescribed slopes. In this paper
we consider the case where $\Gamma_t$ contacts $\partial_\pm \Omega$ with
slopes equaling to $\pm 1$ times of its height. When the curve moves to
infinity, the global gradient estimate is impossible due to the unbounded
boundary slopes. We first consider a special symmetric curve and derive its
uniform interior gradient estimates by using the zero number argument, and then
use these estimates to present uniform interior gradient estimates for general
non-symmetric curves, which lead to the convergence of the curve in
$C^{2,1}_{loc} ((-1,1)\times \R)$ topology to the {\it grim reaper} with span
$(-1,1)$.
",Bendong Lou|Xiaoliu Wang|Lixia Yuan,NA,http://arxiv.org/abs/1907.11535v2,http://arxiv.org/pdf/1907.11535v2,NA,NA,NA,NA,math.DG,"math.DG|35K93, 53C44, 35C07",1907.11535v2.txt,0,,0,,
1904.08529v2,2019-04-17T23:01:47Z,2019-11-21T15:50:52Z,"Power narrowing: Counteracting Doppler broadening in two-color
  transitions","Doppler broadening in thermal ensembles degrades the absorption cross-section
and the coherence time of collective excitations. In two photon transitions, it
is common to assume that this problem becomes worse with larger wavelength
mismatch. Here we identify an opposite mechanism, where such wavelength
mismatch leads to cancellation of Doppler broadening via the counteracting
effects of velocity-dependent light-shifts and Doppler shifts. We show that
this effect is general, common to both absorption and transparency resonances,
and favorably scales with wavelength mismatch. We experimentally confirm the
enhancement of transitions for different low-lying orbitals in rubidium atoms
and use calculations to extrapolate to high-lying Rydberg orbitals. These
calculations predict a dramatic enhancement of up to 20-fold increase in
absorption, even in the presence of large homogeneous broadening. More general
configurations, where an auxiliary dressing field is used to counteract Doppler
broadening, are also discussed and experimentally demonstrated. The mechanism
we study can be applied as well for rephasing of spin waves and increasing the
coherence time of quantum memories.
",Ran Finkelstein|Ohr Lahad|Ohad Michel|Omri Davidson|Eilon Poem|Ofer Firstenberg,NA,http://arxiv.org/abs/1904.08529v2,http://arxiv.org/pdf/1904.08529v2,http://dx.doi.org/10.1088/1367-2630/ab4624,"7 pages, 6figures",New J. Phys. 21 103024 (2019),10.1088/1367-2630/ab4624,physics.atom-ph,physics.atom-ph|quant-ph,1904.08529v2.txt,0,,0,,
1905.03441v2,2019-05-09T04:50:19Z,2020-08-04T16:40:10Z,Classical shadows of stated skein representations at roots of unity,"We extend some results of Bonahon, Bullock, Turaev and Wong concerning the
skein algebras of closed surfaces to L^e's stated skein algebra associated to
open surfaces. We prove that the stated skein algebra with deforming parameter
+1 embeds canonically into the centers of the stated skein algebras whose
deforming parameter is an odd root unity. We also construct an isomorphism
between the stated skein algebra at +1 and the algebra of regular function of a
generalization of the SL2-character variety of the surface. As a result, we
associate to each isomorphism class of irreducible or local representations of
the stated skein algebra, an invariant which is a point in the character
variety.
",Julien Korinman|Alexandre Quesney,NA,http://arxiv.org/abs/1905.03441v2,http://arxiv.org/pdf/1905.03441v2,NA,NA,NA,NA,math.GT,math.GT|math.AT,1905.03441v2.txt,0,,0,,
1903.01556v2,2019-02-12T14:59:40Z,2019-05-22T09:43:38Z,"A Subjective-Logic-based Reliability Estimation Mechanism for
  Cooperative Information with Application to IV's Safety","Use of cooperative information, distributed by road-side units, offers large
potential for intelligent vehicles (IVs). As vehicle automation progresses and
cooperative perception is used to fill the blind spots of onboard sensors, the
question of reliability of the data becomes increasingly important in safety
considerations (SOTIF, Safety of the Intended Functionality).
  This paper addresses the problem to estimate the reliability of cooperative
information for in-vehicle use. We propose a novel method to infer the
reliability of received data based on the theory of Subjective Logic (SL).
Using SL, we fuse multiple information sources, which individually only provide
mild cues of the reliability, into a holistic estimate, which is statistically
sound through an end-to-end modeling within the theory of SL.
  Using the proposed scheme for probabilistic SL-based fusion, IVs are able to
separate faulty from correct data samples with a large margin of safety. Real
world experiments show the applicability and effectiveness of our approach.
",Johannes Müller|Michael Gabb|Michael Buchholz,NA,http://arxiv.org/abs/1903.01556v2,http://arxiv.org/pdf/1903.01556v2,NA,"7 pages, accepted at 30th IEEE Intelligent Vehicles Symposium (IV
  2019)",NA,NA,eess.SP,eess.SP|cs.MA|cs.SY,1903.01556v2.txt,0,,0,,
1912.06097v2,2019-12-12T17:50:45Z,2020-01-23T10:26:14Z,Safe Gauge-String Correspondence,"Safe theories are quantum field theories whose continuum limit is defined by
a non-Gaussian ultraviolet fixed point when the ultraviolet cutoff is removed.
They constitute an important set in the space of quantum field theories. Here
we develop the `safe' gauge-string correspondence program according to which
$d$-dimensional safe gauge theories, admitting the `t Hooft-Veneziano limit,
are holographically dual to $(d+1)$-dimensional safe noncritical string
theories on asymptotically anti-de Sitter space. We provide evidences for this
correspondence on a class of safe templates that engage fermion and scalar
matter fields into gauge, Yukawa and Higgs self-interactions. Safe theories can
feature in the infrared both a weak coupling phase and a strong coupling phase
on either side of the ultraviolet fixed point. They correspond respectively to
dilaton and warp factors taking domain-wall or Liouville-wall profiles on
asymptotically anti-de Sitter space. We argue that four-dimensional ${\cal
N}=4$ super Yang-Mills theories and all known interacting (super)conformal
field theories are nonperturbative limit situations of safe gauge theories. The
weak coupling phase provides a solvable holographic renormalization group flow
while the strong coupling infrared phase provides a runaway-free alternative to
holographic QCD.
",Soo-Jong Rey|Francesco Sannino,NA,http://arxiv.org/abs/1912.06097v2,http://arxiv.org/pdf/1912.06097v2,NA,"31 pages, 9 figures",NA,NA,hep-th,hep-th|hep-ph,1912.06097v2.txt,0,,0,,
1911.09373v1,2019-11-21T10:01:16Z,2019-11-21T10:01:16Z,Entity Extraction with Knowledge from Web Scale Corpora,"Entity extraction is an important task in text mining and natural language
processing. A popular method for entity extraction is by comparing substrings
from free text against a dictionary of entities. In this paper, we present
several techniques as a post-processing step for improving the effectiveness of
the existing entity extraction technique. These techniques utilise models
trained with the web-scale corpora which makes our techniques robust and
versatile. Experiments show that our techniques bring a notable improvement on
efficiency and effectiveness.
",Zeyi Wen|Zeyu Huang|Rui Zhang,NA,http://arxiv.org/abs/1911.09373v1,http://arxiv.org/pdf/1911.09373v1,NA,NA,NA,NA,cs.CL,cs.CL|cs.DB|cs.LG,1911.09373v1.txt,0,,0,,
1906.07558v2,2019-06-18T13:29:35Z,2020-06-04T14:25:01Z,Typical properties of interval maps preserving the Lebesgue measure,"Let us denote $\lambda$ the Lebesgue measure on $[0,1]$, put$$
C(\lambda)=\{f\in C([0,1]);\ \forall~A\subset [0,1], A~\text{Borel}:\
\lambda(A)=\lambda(f^{-1}(A))\}.$$ We endow the set $C(\lambda)$ by the uniform
metric $\rho$ and investigate dynamical properties of typical maps in the
complete metric space $(C(\lambda),\rho)$.
",Jozef Bobok|Serge Troubetzkoy,I2M|I2M,http://arxiv.org/abs/1906.07558v2,http://arxiv.org/pdf/1906.07558v2,http://dx.doi.org/10.1088/1361-6544/aba5e6,NA,NA,10.1088/1361-6544/aba5e6,math.DS,math.DS,1906.07558v2.txt,0,,0,,
1904.06051v3,2019-04-12T06:12:22Z,2020-01-08T11:18:01Z,"Exponential ergodicity for diffusions with jumps driven by a Hawkes
  process","In this paper, we introduce a new class of processes which are diffusions
with jumps driven by a multivariate nonlinear Hawkes process. Our goal is to
study their long-time behavior. In the case of exponential memory kernels for
the underlying Hawkes process we establish conditions for the positive Harris
recurrence of the couple (X, Y), where X denotes the diffusion process and Y
the piecewise deterministic Markov process (PDMP) defining the stochastic
intensity of the driving Hawkes. As a direct consequence of the Harris
recurrence, we obtain the ergodic theorem for X. Furthermore, we provide
sufficient conditions under which the process is exponentially $\beta$--mixing.
",Charlotte Dion|Sarah Lemler|Eva Löcherbach,"SU, LPSM UMR 8001|MICS|UP1, SAMM",http://arxiv.org/abs/1904.06051v3,http://arxiv.org/pdf/1904.06051v3,NA,NA,NA,NA,math.PR,math.PR,1904.06051v3.txt,0,,0,,
1911.06632v1,2019-08-23T18:34:25Z,2019-08-23T18:34:25Z,"Identification Algorithm to Determine the Trajectory of Robots with
  Singularities","Singularity in robot controls is an important problem. By identifying an
appropriate trajectory for the robots, the singular situations can be avoided.
In this paper an identification algorithm is proposed to control the robot such
that it can change its direction to avoid the singularity situation. Base on
the singular value decomposition, the proposed algorithm is developed for the
non-redundant, single-rank robots. The proposed method is employed on a robot
with six degrees of freedom, in order to identify its feasible trajectory.
  Keywords: Singularity; Trajectory identification; Robot control;
Identification algorithm; Singular value decomposition.
",Hossein Sharifi|William C. Black,NA,http://arxiv.org/abs/1911.06632v1,http://arxiv.org/pdf/1911.06632v1,NA,"4 pages, 30 equations, accepted in the international robotics
  conference USA",NA,NA,cs.RO,cs.RO,1911.06632v1.txt,0,,0,,
1911.12060v2,2019-11-27T10:26:50Z,2019-12-07T04:13:50Z,Reviewing and Improving the Gaussian Mechanism for Differential Privacy,"Differential privacy provides a rigorous framework to quantify data privacy,
and has received considerable interest recently. A randomized mechanism
satisfying $(\epsilon, \delta)$-differential privacy (DP) roughly means that,
except with a small probability $\delta$, altering a record in a dataset cannot
change the probability that an output is seen by more than a multiplicative
factor $e^{\epsilon} $. A well-known solution to $(\epsilon, \delta)$-DP is the
Gaussian mechanism initiated by Dwork et al. [1] in 2006 with an improvement by
Dwork and Roth [2] in 2014, where a Gaussian noise amount $\sqrt{2\ln
\frac{2}{\delta}} \times \frac{\Delta}{\epsilon}$ of [1] or $\sqrt{2\ln
\frac{1.25}{\delta}} \times \frac{\Delta}{\epsilon}$ of [2] is added
independently to each dimension of the query result, for a query with
$\ell_2$-sensitivity $\Delta$. Although both classical Gaussian mechanisms
[1,2] assume $0 < \epsilon \leq 1$, our review finds that many studies in the
literature have used the classical Gaussian mechanisms under values of
$\epsilon$ and $\delta$ where the added noise amounts of [1,2] do not achieve
$(\epsilon,\delta)$-DP. We obtain such result by analyzing the optimal noise
amount $\sigma_{DP-OPT}$ for $(\epsilon,\delta)$-DP and identifying $\epsilon$
and $\delta$ where the noise amounts of classical mechanisms are even less than
$\sigma_{DP-OPT}$.
  Since $\sigma_{DP-OPT}$ has no closed-form expression and needs to be
approximated in an iterative manner, we propose Gaussian mechanisms by deriving
closed-form upper bounds for $\sigma_{DP-OPT}$. Our mechanisms achieve
$(\epsilon,\delta)$-DP for any $\epsilon$, while the classical mechanisms [1,2]
do not achieve $(\epsilon,\delta)$-DP for large $\epsilon$ given $\delta$.
Moreover, the utilities of our mechanisms improve those of [1,2] and are close
to that of the optimal yet more computationally expensive Gaussian mechanism.
",Jun Zhao|Teng Wang|Tao Bai|Kwok-Yan Lam|Zhiying Xu|Shuyu Shi|Xuebin Ren|Xinyu Yang|Yang Liu|Han Yu,NA,http://arxiv.org/abs/1911.12060v2,http://arxiv.org/pdf/1911.12060v2,NA,23 Pages,NA,NA,cs.CR,cs.CR|cs.AI|cs.CY|cs.DB|cs.LG,1911.12060v2.txt,0,,0,,
1910.08119v2,2019-10-17T19:19:02Z,2020-03-23T18:17:10Z,"Baryon preclustering at the freeze-out of heavy-ion collisions and
  light-nuclei production","Following the idea of nucleon clustering and light-nuclei production in
relativistic heavy-ion collisions close to the QCD critical-end point, we
address the quantum effects affecting the interaction of several nucleons at
finite temperature. For this aim we use the $K$-harmonics method to
four-nucleon states ($\alpha$ particle), and also develop a novel semiclassical
""flucton"" method at finite temperature, based on certain classical paths in
Euclidean time, and apply it to two- and four-particle configurations. To study
possible effects on the light-nuclei production close to the QCD critical
point, we also made such calculations with modified internuclear potentials.
For heavy-ion experiments, we propose new measurements of light-nuclei
multiplicity ratios which may show enhancements due to baryon preclustering. We
point out the special role of the $\mathcal{O}(50)$ four-nucleon excitations of
$\alpha$-particle, feeding into the final multiplicities of $d,t$, $^3$He and
$^4$He, and propose to directly look for their two-body decays.
",Edward Shuryak|Juan M. Torres-Rincon,NA,http://arxiv.org/abs/1910.08119v2,http://arxiv.org/pdf/1910.08119v2,http://dx.doi.org/10.1103/PhysRevC.101.034914,"20 pages, 16 figures, typos fixed, small corrections and
  clarifications added, quality of some plots improved, references added.
  Version accepted for publication by the Physical Review C journal","Phys. Rev. C 101, 034914 (2020)",10.1103/PhysRevC.101.034914,nucl-th,nucl-th|hep-ph,1910.08119v2.txt,0,,0,,
1906.02806v1,2019-06-06T20:55:13Z,2019-06-06T20:55:13Z,"A joint NICER and XMM-Newton view of the ""Magnificent"" thermally
  emitting X-ray Isolated Neutron Star RX J1605.3+3249","Thermally emitting X-ray isolated neutron stars represent excellent targets
for testing cooling surface emission and atmosphere models, which are used to
infer physical parameters of the neutron star. Among the seven known members of
this class, RX J1605.3+3249 is the only one that still lacks confirmation of
its spin period. Here we analyze NICER and XMM-Newton observations of RX
J1605.3+3249, in order to address its timing and spectral behavior. Contrary to
a previous tentative detection, but in agreement with the recent work by Pires
et al. (2019), we find no significant pulsation with pulsed fraction higher
than 1.3% (3{\sigma}) for periods above 150 ms. We also find a limit of 2.6%
for periods above 2 ms, despite searches in different energy bands. The X-ray
spectrum can be fit by either a double-blackbody model or by a
single-temperature magnetized atmosphere model, both modified by a Gaussian
absorption line at ~0.44 keV. The origin of the absorption feature as a proton
cyclotron line or as an atomic transition in the neutron star atmosphere is
discussed. The predictions of the best-fit X-ray models extended to IR, optical
and UV bands are compared with archival data. Our results are interpreted in
the framework of a fallback disk scenario.
",Christian Malacaria|Slavko Bogdanov|Wynn C. G. Ho|Teruaki Enoto|Paul S. Ray|Zaven Arzoumanian|Thoniel Cazeau|Keith C. Gendreau|Sebastien Guillot|Tolga Guver|Gaurava K. Jaisawal|Michael T. Wolff,NA,http://arxiv.org/abs/1906.02806v1,http://arxiv.org/pdf/1906.02806v1,http://dx.doi.org/10.3847/1538-4357/ab2875,Accepted for publication in ApJ,NA,10.3847/1538-4357/ab2875,astro-ph.HE,astro-ph.HE,1906.02806v1.txt,0,,0,,
1905.02382v1,2019-05-07T06:54:12Z,2019-05-07T06:54:12Z,"A construction of projective bases for irreducible representations of
  multiplicative groups of division algebras over local fields","Let $F$ be a local non-archimedian field of positive characteristic, $D$ be a
skew-field with center $F$ and $ G=D^{\star}$ be the multiplicative group of
$D$. The goal of this paper is to provide a canonical decomposition of any
complex irreducible representation $V$ of $G$ in a direct sum of
one-dimensional subspaces.
",David Kazhdan,NA,http://arxiv.org/abs/1905.02382v1,http://arxiv.org/pdf/1905.02382v1,NA,NA,NA,NA,math.RT,math.RT,1905.02382v1.txt,0,,0,,
1911.04892v2,2019-11-12T14:34:48Z,2020-02-21T12:16:45Z,Faces and Support Functions for the Values of Maximal Monotone Operators,"Representation formulas for faces and support functions of the values of
maximal monotone operators are established in two cases: either the operators
are defined on uniformly Banach spaces with uniformly convex duals, or their
domains have nonempty interiors on reflexive real Banach spaces.
  Faces and support functions are characterized by the limit values of the
minimal-norm selections of maximal monotone operators in the first case while
in the second case they are represented by the limit values of any selection of
maximal monotone operators. These obtained formulas are applied to study the
structure of maximal monotone operators: the local unique determination from
their minimal-norm selections, the local and global decompositions, and the
unique determination on dense subsets of their domains.
",Bao Tran Nguyen|Pham Duy Khanh,NA,http://arxiv.org/abs/1911.04892v2,http://arxiv.org/pdf/1911.04892v2,NA,18 pages,NA,NA,math.FA,"math.FA|math.OC|26B25, 47B48, 47H04, 47H05, 54C60",1911.04892v2.txt,0,,0,,
1901.00695v3,2019-01-03T12:25:59Z,2021-06-28T09:04:54Z,The Product Knapsack Problem: Approximation and Complexity,"We consider the product knapsack problem, which is the variant of the
classical 0-1 knapsack problem where the objective consists of maximizing the
product of the profits of the selected items. These profits are allowed to be
positive or negative. We show that this recently introduced variant of the
knapsack problem is weakly NP-hard and present a fully polynomial-time
approximation scheme (FPTAS) for the problem. Moreover, we analyze the
approximation quality achieved by a natural extension of the classical greedy
procedure to the product knapsack problem.
",Ulrich Pferschy|Joachim Schauer|Clemens Thielen,NA,http://arxiv.org/abs/1901.00695v3,http://arxiv.org/pdf/1901.00695v3,NA,NA,NA,NA,math.OC,math.OC|cs.DS,1901.00695v3.txt,0,,0,,
1906.09724v1,2019-06-24T04:57:46Z,2019-06-24T04:57:46Z,"Sulfur-Bearing Species Tracing the Disk/Envelope System in the Class I
  Protostellar Source Elias 29","We have observed the Class I protostellar source Elias 29 with Atacama Large
Millimeter/submillimeter Array (ALMA). We have detected CS, SO, $^{34}$SO,
SO$_2$, and SiO line emissions in a compact component concentrated near the
protostar and a ridge component separated from the protostar by 4\arcsec\
($\sim 500$ au). The former component is found to be abundant in SO and SO$_2$
but deficient in CS. The abundance ratio SO/CS is as high as $3^{+13}_{-2}
\times 10^2$ at the protostar, which is even higher than that in the
outflow-shocked region of L1157 B1. However, organic molecules (HCOOCH$_3$,
CH$_3$OCH$_3$, CCH, and c-C$_3$H$_2$) are deficient in Elias 29. We attribute
the deficiency in organic molecules and richness in SO and SO$_2$ to the
evolved nature of the source or the relatively high dust temperature
(\protect\raisebox{-0.7ex}{$\:\stackrel{\textstyle >}{\sim}\:$} 20 K) in the
parent cloud of Elias 29. The SO and SO$_2$ emissions trace rotation around the
protostar. Assuming a highly inclined configuration ($i \geq 65$\degr; 0\degr\
for a face-on configuration) and Keplerian motion for simplicity, the
protostellar mass is estimated to be (0.8 -- 1.0) \Msun. The $^{34}$SO and
SO$_2$ emissions are asymmetric in their spectra; the blue-shifted components
are weaker than the red-shifted ones. Although this may be attributed to the
asymmetric molecular distribution, other possibilities are also discussed.
",Yoko Oya|Ana López-Sepulcre|Nami Sakai|Yoshimasa Watanabe|Aya E. Higuchi|Tomoya Hirota|Yuri Aikawa|Takeshi Sakai|Cecilia Ceccarelli|Bertrand Lefloch|Emmanuel Caux|Charlotte Vastel|Claudine Kahane|Satoshi Yamamoto,NA,http://arxiv.org/abs/1906.09724v1,http://arxiv.org/pdf/1906.09724v1,http://dx.doi.org/10.3847/1538-4357/ab2b97,NA,NA,10.3847/1538-4357/ab2b97,astro-ph.SR,astro-ph.SR|astro-ph.GA,1906.09724v1.txt,0,,0,,
1912.02151v1,2019-12-04T18:03:53Z,2019-12-04T18:03:53Z,"High Dimensional Latent Panel Quantile Regression with an Application to
  Asset Pricing","We propose a generalization of the linear panel quantile regression model to
accommodate both \textit{sparse} and \textit{dense} parts: sparse means while
the number of covariates available is large, potentially only a much smaller
number of them have a nonzero impact on each conditional quantile of the
response variable; while the dense part is represent by a low-rank matrix that
can be approximated by latent factors and their loadings. Such a structure
poses problems for traditional sparse estimators, such as the
$\ell_1$-penalised Quantile Regression, and for traditional latent factor
estimator, such as PCA. We propose a new estimation procedure, based on the
ADMM algorithm, consists of combining the quantile loss function with $\ell_1$
\textit{and} nuclear norm regularization. We show, under general conditions,
that our estimator can consistently estimate both the nonzero coefficients of
the covariates and the latent low-rank matrix.
  Our proposed model has a ""Characteristics + Latent Factors"" Asset Pricing
Model interpretation: we apply our model and estimator with a large-dimensional
panel of financial data and find that (i) characteristics have sparser
predictive power once latent factors were controlled (ii) the factors and
coefficients at upper and lower quantiles are different from the median.
",Alexandre Belloni|Mingli Chen|Oscar Hernan Madrid Padilla| Zixuan| Wang,Kevin|Kevin|Kevin|Kevin|,http://arxiv.org/abs/1912.02151v1,http://arxiv.org/pdf/1912.02151v1,NA,NA,NA,NA,econ.EM,econ.EM|math.ST|stat.ME|stat.TH,1912.02151v1.txt,0,,0,,
1909.09957v2,2019-09-22T07:42:38Z,2019-09-24T01:08:13Z,"$\varepsilon$-regularity criteria in Lorentz spaces to the 3D
  Navier-Stokes equations","In this paper, we are concerned with regularity of suitable weak solutions of
the 3D Navier-Stokes equations in Lorentz spaces. We obtain
$\varepsilon$-regularity criteria in terms of either the velocity, the gradient
of the velocity, the vorticity, or deformation tensor in Lorentz spaces. As an
application, this allows us to extend the result involving Leray's blow up rate
in time, and to show that the number of singular points of weak solutions
belonging to $ L^{p,\infty}(-1,0;L^{q,l}(\mathbb{R}^{3})) $ and $
{2}/{p}+{3}/{q}=1$ with $3<q<\infty$ and $q\leq l <\infty$ is finite.
",Yanqing Wang|Wei Wei|Huan Yu,NA,http://arxiv.org/abs/1909.09957v2,http://arxiv.org/pdf/1909.09957v2,NA,We modified the statement of Theorem 1.1,NA,NA,math.AP,math.AP,1909.09957v2.txt,0,,0,,
1903.04663v1,2019-03-11T23:57:42Z,2019-03-11T23:57:42Z,Calibrating dependence between random elements,"Attempts to quantify dependence between random elements X and Y via maximal
correlation go back to Gebelein (1941) and R\'{e}nyi (1959). After summarizing
properties (including some new) of the R\'{e}nyi measure of dependence, a
calibrated scale of dependence is introduced. It is based on the ``complexity``
of approximating functions of X by functions of Y.
",Abram M. Kagan|Gabor J. Székely,NA,http://arxiv.org/abs/1903.04663v1,http://arxiv.org/pdf/1903.04663v1,NA,NA,NA,NA,math.PR,"math.PR|math.ST|stat.TH|60H99, 62E10",1903.04663v1.txt,0,,0,,
1909.03082v1,2019-09-06T18:12:03Z,2019-09-06T18:12:03Z,"One Size Does Not Fit All: Multi-Scale, Cascaded RNNs for Radar
  Classification","Edge sensing with micro-power pulse-Doppler radars is an emergent domain in
monitoring and surveillance with several smart city applications. Existing
solutions for the clutter versus multi-source radar classification task are
limited in terms of either accuracy or efficiency, and in some cases, struggle
with a trade-off between false alarms and recall of sources. We find that this
problem can be resolved by learning the classifier across multiple time-scales.
We propose a multi-scale, cascaded recurrent neural network architecture,
MSC-RNN, comprised of an efficient multi-instance learning (MIL) Recurrent
Neural Network (RNN) for clutter discrimination at a lower tier, and a more
complex RNN classifier for source classification at the upper tier. By
controlling the invocation of the upper RNN with the help of the lower tier
conditionally, MSC-RNN achieves an overall accuracy of 0.972. Our approach
holistically improves the accuracy and per-class recalls over ML models
suitable for radar inferencing. Notably, we outperform cross-domain handcrafted
feature engineering with time-domain deep feature learning, while also being up
to $\sim$3$\times$ more efficient than a competitive solution.
",Dhrubojyoti Roy|Sangeeta Srivastava|Aditya Kusupati|Pranshu Jain|Manik Varma|Anish Arora,NA,http://arxiv.org/abs/1909.03082v1,http://arxiv.org/pdf/1909.03082v1,NA,Conditionally accepted to ACM BuildSys 2019,NA,NA,eess.SP,eess.SP|cs.LG,1909.03082v1.txt,0,,0,,
1911.03685v1,2019-11-09T13:16:22Z,2019-11-09T13:16:22Z,"Estimation of entropy measures for categorical variables with spatial
  correlation","Entropy is a measure of heterogeneity widely used in applied sciences, often
when data are collected over space. Recently, a number of approaches has been
proposed to include spatial information in entropy. The aim of entropy is to
synthesize the observed data in a single, interpretable number. In other
studies the objective is, instead, to use data for entropy estimation; several
proposals can be found in the literature, which basically are corrections of
the estimator based on substituting the involved probabilities with
proportions. In this case, independence is assumed and spatial correlation is
not considered. We propose a path for spatial entropy estimation: instead of
correcting the global entropy estimator, we focus on improving the estimation
of its components, i.e. the probabilities, in order to account for spatial
effects. Once probabilities are suitably evaluated, estimating entropy is
straightforward since it is a deterministic function of the distribution.
Following a Bayesian approach, we derive the posterior probabilities of a
multinomial distribution for categorical variables, accounting for spatial
correlation. A posterior distribution for entropy can be obtained, which may be
synthesized as wished and displayed as an entropy surface for the area under
study.
",Linda Altieri|Daniela Cocchi|Giulia Roli,NA,http://arxiv.org/abs/1911.03685v1,http://arxiv.org/pdf/1911.03685v1,NA,"7 pages, 3 figures",NA,NA,math.ST,math.ST|stat.ME|stat.TH,1911.03685v1.txt,0,,0,,
