id,type,date_created,date_modified,date_published,attributes.original_publication_date,attributes.doi,title,description,attributes.is_published,attributes.is_preprint_orphan,tags,attributes.preprint_doi_created,date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi,attributes.withdrawal_justification,relationships.identifiers.data,relationships.files.data,relationships.requests.data,attributes.license_record
59gpd,preprints,2019-12-10,2019-12-10,2019-12-10,2019-11-04T23:00:00,10.5281/zenodo.3567115,Kwestia konieczności przyjęcia ustawy reprywatyzacyjnej w świetle art. 1 Protokołu Nr 1 do EKPC,"W artykule została pominięta ocena przyczyn braku przyjęcia przez ustawodawcę przez trzy dekady kompleksowej ustawy reprywatyzacyjnej. Artykuł skupia się jedynie na analizie zagadnienia ewentualnej 
konieczności przyjęcia ustawy reprywatyzacyjnej w Polsce w świetle regulacji art. 1 Protokołu Nr 1 do EKPC. Przeanalizowano wyroki i decyzje Europejskiego Trybunału Praw Człowieka, które dotyczą wykładni i
stosowania art. 1. Uwzględnione zostały w tym zakresie postępowania, w których skarżący kwestionowali
legalność oraz skutki nacjonalizacji przeprowadzonych podczas komunistycznego reżimu. Polska ratyfikowała dnia 10 października 1994 r. Protokół Nr 1 do EKPC. Z uwagi na okoliczność dokonania nacjonalizacji przed ratyfikacją Protokołu Nr 1, Polska nie ma na podstawie art. 1 Protokołu Nr 1 obowiązku
przyjmowania ustawy reprywatyzacyjnej",TRUE,FALSE,ad|adwokaci Zielona Gora|adwokat dr Piotr Sobanski|adwokat Piotr Sobanski|adwokat Piotr Sobanski Zielona Gora|adwokat Zielona Gora|EKPC|ETPC|Europejska Konwencja Praw Człowieka|Europejski Trybunał Praw Człowieka|nacjonalizacja|ochrona własności|reprywatyzacja|ustawa reprywatyzacyjna,2019-12-10T18:29:23.507674,NA,NA,TRUE,accepted,2019-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f0c698300375c76c07|5a8c80f0c698300375c76c18|Law|Administrative Law,NA,2019,https://api.osf.io/v2/preprints/59gpd/contributors/,https://api.osf.io/v2/preprints/59gpd/bibliographic_contributors/,https://api.osf.io/v2/preprints/59gpd/citation/,59gpd,preprints,https://api.osf.io/v2/preprints/59gpd/identifiers/,https://api.osf.io/v2/preprints/59gpd/relationships/node/,https://api.osf.io/v2/nodes/a92g6/,a92g6,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/59gpd/files/,https://api.osf.io/v2/files/5defd797e82e20000c064a0f/,5defd797e82e20000c064a0f,files,https://api.osf.io/v2/preprints/59gpd/review_actions/,https://api.osf.io/v2/preprints/59gpd/requests/,https://api.osf.io/v2/preprints/59gpd/,https://osf.io/preprints/socarxiv/59gpd/,https://doi.org/10.31235/osf.io/59gpd,https://doi.org/10.5281/zenodo.3567115,NA,NA,NA,NA,NA
hpvzr,preprints,2019-09-25,2019-09-26,2019-09-26,NA,NA,The value of communication:  Evidence from a field experiment with entrepreneurs in Togo,"Why do some entrepreneurs benefit from their portfolio of peer advisers while others do not? In this study, we argue that communication practices are an important but overlooked factor in the formation of useful advice relationships between entrepreneurs, particularly in the context of developing economies. We hypothesize that improving entrepreneurs’ communication practices will affect the relationships they form and have implications for their business performance. To test our theory, we conducted a field experiment in Togo with 301 entrepreneurs who were randomized into a communication practices intervention that was embedded in a business training program. We found that entrepreneurs who were exposed to better communication practices perceived interactions more cooperatively and exchanged more information during those interactions. Moreover, improving communication practices also led to a 50 percent increase in the number of relationships entrepreneurs formed with peers. These relationships exhibited more matching based on skill and were more ethnically diverse. Finally, communication practices training also substantially increased entrepreneurs’ business performance. Our findings highlight how communication practices play a central role in entrepreneurs’ ability to form portfolios of relationships and perform in challenging business environments.",TRUE,FALSE,business relationships|communication practices|developing country|entrepreneurship|field experiment,2019-09-26T15:07:42.369712,NA,NA,TRUE,accepted,2019-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|Social and Behavioral Sciences|Economics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|Social and Behavioral Sciences|Sociology,Stefan Dimitriadis and Rembrand Koning,2019,https://api.osf.io/v2/preprints/hpvzr/contributors/,https://api.osf.io/v2/preprints/hpvzr/bibliographic_contributors/,https://api.osf.io/v2/preprints/hpvzr/citation/,hpvzr,preprints,https://api.osf.io/v2/preprints/hpvzr/identifiers/,https://api.osf.io/v2/preprints/hpvzr/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/hpvzr/files/,https://api.osf.io/v2/files/5d8ba57bd55120001b5976a8/,5d8ba57bd55120001b5976a8,files,https://api.osf.io/v2/preprints/hpvzr/review_actions/,https://api.osf.io/v2/preprints/hpvzr/requests/,https://api.osf.io/v2/preprints/hpvzr/,https://osf.io/preprints/socarxiv/hpvzr/,https://doi.org/10.31235/osf.io/hpvzr,NA,NA,NA,NA,NA,NA
sk857,preprints,2019-10-28,2021-03-05,2019-10-28,NA,NA,Conflicted Religionists: Measuring political backlash on salient issues,"Scholars have pointed to politics as a key reason for why people leave religion, arguing that the national-level rise of the Christian Right has resulted in a “political backlash” of sorts, driving liberals and moderates away from their affiliations. Recent studies have advanced the political backlash model by emphasizing the process at lower levels, measuring broad political disagreement within congregations and subsequent disaffiliation among religionists. I argue that while studying political disagreement at the congregational level is a step in the right direction, the role of conflict on specific, salient issues has been underemphasized. Using data from the Baylor Religion Survey, I exploit a unique set of items to analyze what I call “conflicted religionists”—religionists who experience attitudinal conflict with their churches—and I measure conflict on two salient issues: same-sex marriage and abortion. I find that there is a considerable proportion of conflicted religionists on both issues and that the probability of experiencing conflict varies drastically across different groups in the sample. I further demonstrate that experiencing conflict is significantly associated with lower church attendance. I conclude with a discussion of the importance of salient issues for our understanding of political backlash and future disaffiliation.",TRUE,FALSE,Attitude Conflict|Conflicted Religionists|Political Backlash|Politics and Religion|U.S. Religious Change,2019-10-28T19:21:42.480457,NA,NA,TRUE,accepted,2019-10-28,NA,NA,available,NA,https://www.baylor.edu/baylorreligionsurvey/,not_applicable,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e31|Social and Behavioral Sciences|Sociology|Sociology of Religion|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology,NA,2021,https://api.osf.io/v2/preprints/sk857/contributors/,https://api.osf.io/v2/preprints/sk857/bibliographic_contributors/,https://api.osf.io/v2/preprints/sk857/citation/,sk857,preprints,https://api.osf.io/v2/preprints/sk857/identifiers/,https://api.osf.io/v2/preprints/sk857/relationships/node/,https://api.osf.io/v2/nodes/vw3f9/,vw3f9,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/sk857/files/,https://api.osf.io/v2/files/5db71ea1cfc96c000ebfb07e/,5db71ea1cfc96c000ebfb07e,files,https://api.osf.io/v2/preprints/sk857/review_actions/,https://api.osf.io/v2/preprints/sk857/requests/,https://api.osf.io/v2/preprints/sk857/,https://osf.io/preprints/socarxiv/sk857/,https://doi.org/10.31235/osf.io/sk857,NA,NA,NA,NA,NA,NA
v3ztx,preprints,2019-01-02,2019-01-05,2019-01-05,NA,10.24093/awej/vol9no4.25,Using Task-Based Learning with Students of Academic English,"The purposes of this study were to study the effects of using task-based learning (TBL) to teach English for Academic Purposes (EAP) students and to explore their opinions towards TBL at Thammasat University. Forty students were chosen via purposely selected sampling. The research instruments included a reading and writing pretest-posttest, a speaking pretest-posttest, and a questionnaire. The questionnaire was divided into three parts: the students’ demographic information, the students’ opinions about Pre-Task, During Task or Task Cycle, and Post-Task, as well as their additional opinions and suggestions of TBL. The data was statistically analyzed by mean, standard deviation, and t-test for dependent samples.  The results of this study indicated that the reading-writing and speaking abilities of EAP students through TBL after the experiment were significantly higher at the .05 level. Similarly, they were highly satisfied to study with TBL.",TRUE,FALSE,English language teaching|language teaching approach|task-based learning|teaching English as a foreign language,2019-01-05T04:51:43.157061,NA,NA,TRUE,accepted,2019-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2019,https://api.osf.io/v2/preprints/v3ztx/contributors/,https://api.osf.io/v2/preprints/v3ztx/bibliographic_contributors/,https://api.osf.io/v2/preprints/v3ztx/citation/,v3ztx,preprints,https://api.osf.io/v2/preprints/v3ztx/identifiers/,https://api.osf.io/v2/preprints/v3ztx/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/v3ztx/files/,https://api.osf.io/v2/files/5c2c26bba7c0a7001840417c/,5c2c26bba7c0a7001840417c,files,https://api.osf.io/v2/preprints/v3ztx/review_actions/,https://api.osf.io/v2/preprints/v3ztx/requests/,https://api.osf.io/v2/preprints/v3ztx/,https://osf.io/preprints/socarxiv/v3ztx/,https://doi.org/10.31235/osf.io/v3ztx,https://doi.org/10.24093/awej/vol9no4.25,NA,NA,NA,NA,NA
bzu9r,preprints,2019-10-23,2019-10-23,2019-10-23,2019-10-22T17:00:00,NA,Membuka Ruang Teorisasi Kepemimpinan Masyarakat Sipil: Komunitas Epistemik Sains Terbuka,"Penelitian ini menjelaskan gejala politik masyarakat sipil baru. Masyarakat sipil sebagai gerakan politik merupakan kajian yang masih menjadi perdebatan, khususnya antara madzhab Tocqueville- an dan Gramsci-an. Penelitian ini mencoba memberikan ulasan berbeda dengan menjelaskan fenomena Komunitas Epistemik Sains Terbuka. Melalui pelacakan data kualitatif dan wawancara, ditunjukkan bahwa sebagai masyarakat sipil komunitas ini tidak memposisikan diri sebagai lawan maupun partner bagi pemerintah. Lebih jauh bahwa sesungguhnya keduanya lebih mementingkan terwujudnya gagasan yang mereka usung, keterbukaan dan profesionalisme publikasi. Baik gagasan itu merupakan usulan mereka, maupun gagasan yang muncul dari pihak pemerintah. Pemerintah dalam hal ini tidak saja kemenristekdikti, melainkan lembaga-lembaga riset di bawah kementrian dan komisi lain yang merepresentasi pemerintah seperti Komisi Informasi Pusat. Pelacakan irisan gagasan sebagai penggerak organisasi ditengarai merupakan bentuk kepemimpinan masyarakat sipil baru. Bergerak dari personifikasi aktor-aktor menjadi perdebatan gagasan.

Masyarakat sipil di Indonesia perlu dianalisis ulang. Dengan mengambil kasus Komunitas Epistemik Sains Terbuka, tulisan ini akan memperlihatkan: (1) Gap teoritik yang ada terkait masyarakat sipil dan kelahiran ide atau diskursus di ruang publik sebagai penggerak kerja masyarakat sipil dalam berinteraksi dengan negara dan pasar. Merujuk pada ruang publik yang menjadi arena masyarakat sipil melalui interaksi mereka dengan negara dan pasar dalam merespon wacana global dan sekaligus kebijakan nasional dan (2) Diskursus terkait kepemimpinan ide yang menjadi bagian transformasi kepemimpinan berbasis aktor, menuju kepemimpinan berbasis interaksi. Termasuk bagaimana kebijakan publikasi ilmiah direspon oleh aktor-aktor dengan kesiapan, prinsip kerja dan sumber daya yang berbeda-beda. Sebagai bagian dari interaksi masyarakat sipil, negara dan pasar/ekonomi.",TRUE,FALSE,Civil Society|Open Science|Policy Processes,2019-10-23T21:41:22.580661,NA,NA,TRUE,accepted,2019-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db4|Social and Behavioral Sciences|Political Science|Political Theory,NA,2019,https://api.osf.io/v2/preprints/bzu9r/contributors/,https://api.osf.io/v2/preprints/bzu9r/bibliographic_contributors/,https://api.osf.io/v2/preprints/bzu9r/citation/,bzu9r,preprints,https://api.osf.io/v2/preprints/bzu9r/identifiers/,https://api.osf.io/v2/preprints/bzu9r/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/bzu9r/files/,https://api.osf.io/v2/files/5dafece146b571000e052df4/,5dafece146b571000e052df4,files,https://api.osf.io/v2/preprints/bzu9r/review_actions/,https://api.osf.io/v2/preprints/bzu9r/requests/,https://api.osf.io/v2/preprints/bzu9r/,https://osf.io/preprints/socarxiv/bzu9r/,https://doi.org/10.31235/osf.io/bzu9r,NA,NA,NA,NA,NA,NA
qnwaz,preprints,2019-04-17,2020-06-12,2019-04-17,2020-06-04T04:00:00,10.1057/s41290-020-00105-y,Diversity Discourses: Moral Ethical And Pragmatic Reasoning in the Swedish Immigration and Integration Debate,"This article seeks to understand how values enter into political discourse via justification and how those values are negotiated over time. The article maps out the terrain of diversity discourses, both as a specific type of discourse and as an example of ethical, moral and pragmatic modes of argumentation. The author examines Swedish ""diversity discourses"" in the periods of 1968-1975 and 1991-1995 in an effort to tease out the pragmatic, moral and ethical aspects of these discourses. Diversity discourses are defined as discourses regarding how much and what kind of diversity is acceptable or desirable in a society, as well as how such diversity should be handled. I find that values, both contextually-dependent ethical values and universal moral values, rather than being ""prior"" to politics, arise out of the intersection of pragmatic, ethical and moral discourses. What is moral and ethical, then is colored by the particular nexus of moral, ethical and pragmatic concerns such that what is acceptable at one particular time and location, may be unacceptable in another, even coming from the same actors with the same ideological commitments. Shifts in the ethical/moral modes of justification, then, lead to shifts in who is included in a democratic community.",TRUE,FALSE,Civil Repair|Habermas|Immigration|Morality|Politics|Sweden|Values,2019-04-17T13:43:10.440844,NA,NA,TRUE,accepted,2019-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e51|Social and Behavioral Sciences|Sociology|Culture,Carly Schall,2019,https://api.osf.io/v2/preprints/qnwaz/contributors/,https://api.osf.io/v2/preprints/qnwaz/bibliographic_contributors/,https://api.osf.io/v2/preprints/qnwaz/citation/,qnwaz,preprints,https://api.osf.io/v2/preprints/qnwaz/identifiers/,https://api.osf.io/v2/preprints/qnwaz/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/qnwaz/files/,https://api.osf.io/v2/files/5cb7176da3bc970017f1567d/,5cb7176da3bc970017f1567d,files,https://api.osf.io/v2/preprints/qnwaz/review_actions/,https://api.osf.io/v2/preprints/qnwaz/requests/,https://api.osf.io/v2/preprints/qnwaz/,https://osf.io/preprints/socarxiv/qnwaz/,https://doi.org/10.31235/osf.io/qnwaz,https://doi.org/10.1057/s41290-020-00105-y,NA,NA,NA,NA,NA
njahp,preprints,2019-02-14,2019-02-14,2019-02-14,2019-02-13T23:00:00,NA,A framework for mission-oriented innovation policy: Alternative pathways through the problem-solution space,"We aim for a better conceptualization of Mission-oriented Innovation Policy (MIP). Our starting point is an analytical decomposition of societal problems and innovative solutions based on the degrees of wickedness regarding three aspects: i) contestation, ii) complexity and iii) uncertainty. We argue that both problems and solutions can be diverging (contested, complex, uncertain) or converging (uncontested, well-defined, informed). Based on the resulting problem-solution topology, we suggest a process-oriented view on MIP and discuss three alternative pathways along which convergence between problems and solutions can be achieved to transform wicked problems into legitimate solutions. We illustrate the pathways with the examples of smoking bans, CCTV and wind energy. For policy makers, locating a societal challenge in this problem-solution space, and implementing policy strategies accordingly, is expected to accelerate both the legitimacy of a mission and the resulting solutions.",TRUE,FALSE,grand challenges|innovation policy|mission|societal challenges|wicked problems,2019-02-14T15:56:21.726814,NA,NA,TRUE,accepted,2019-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76ded|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Science and Technology Policy|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies",NA,2019,https://api.osf.io/v2/preprints/njahp/contributors/,https://api.osf.io/v2/preprints/njahp/bibliographic_contributors/,https://api.osf.io/v2/preprints/njahp/citation/,njahp,preprints,https://api.osf.io/v2/preprints/njahp/identifiers/,https://api.osf.io/v2/preprints/njahp/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/njahp/files/,https://api.osf.io/v2/files/5c6569d514312700179e6f3f/,5c6569d514312700179e6f3f,files,https://api.osf.io/v2/preprints/njahp/review_actions/,https://api.osf.io/v2/preprints/njahp/requests/,https://api.osf.io/v2/preprints/njahp/,https://osf.io/preprints/socarxiv/njahp/,https://doi.org/10.31235/osf.io/njahp,NA,NA,NA,NA,NA,NA
qf3t5,preprints,2019-11-07,2019-11-07,2019-11-07,2019-11-07T05:00:00,NA,Teaching note: Creating open textbooks for social work education,"Open educational resources (OER) and the open education movement have blossomed over the past decade, yet their demonstrated impact on social work is in its infancy. This teaching note describes the process of creating the first two open textbooks for social work education about undergraduate and graduate research methods. In the first year post-publication, the undergraduate open textbook was used by over 1,100 students across 35 campuses and accrued an estimated savings of $150,000 for students. Despite these clear benefits, the process of resource creation for faculty can be challenging, and this note offers practical guidance for faculty considering both small or large-scale open textbook projects. As universities, states, and international bodies increase funding for the creation and adoption of OER, the field of Social Work should demonstrate its commitment to equity, inclusion, and justice by leading these efforts within our classrooms, discipline, and institutions.",TRUE,FALSE,OER|open educational resources|open textbooks|research methods|social work|social work education,2019-11-07T22:19:22.870963,NA,NA,TRUE,accepted,2019-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dcf|Social and Behavioral Sciences|Social Work,NA,2019,https://api.osf.io/v2/preprints/qf3t5/contributors/,https://api.osf.io/v2/preprints/qf3t5/bibliographic_contributors/,https://api.osf.io/v2/preprints/qf3t5/citation/,qf3t5,preprints,https://api.osf.io/v2/preprints/qf3t5/identifiers/,https://api.osf.io/v2/preprints/qf3t5/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/qf3t5/files/,https://api.osf.io/v2/files/5dc43ceb96af97000f1cb7bf/,5dc43ceb96af97000f1cb7bf,files,https://api.osf.io/v2/preprints/qf3t5/review_actions/,https://api.osf.io/v2/preprints/qf3t5/requests/,https://api.osf.io/v2/preprints/qf3t5/,https://osf.io/preprints/socarxiv/qf3t5/,https://doi.org/10.31235/osf.io/qf3t5,NA,NA,NA,NA,NA,NA
kmwg6,preprints,2019-03-28,2019-03-28,2019-03-28,2019-01-05T17:00:00,NA,Analisis Kesalahan Siswa dalam Menyelesaikan Soal Pada Materi SPLDV Ditinjau dari Indikator Kemampuan Matematis,"Penelitian ini bertujuan untuk mengetahui jenis dan penyebab kesalahan siswa dalam menyelesaikan soal pada materi SPLDV yang ditinjau dari indikator kemampuan matematis. Populasi dalam penelitian ini adalah siswa kelas XI SMA Negeri 1 Kadugede Tahun Pelajaran 2017/2018. Pemilihan sampel dengan cara quota sampling, diperoleh siswa kelas XI sebanyak 36 orang. Pengambilan data diperoleh dengan menggunakan metode tes untuk menentukan kemampuan pemecahan masalah matematis siswa yang kemudian dianalisis dengan uji perbedaan rata-rata. Hasil penelitian menunjukan bahwa: 1) Kesalahan dalam memahami masalah sebesar 43,1%; 2) Kesalahan dalam merencanakan penyelesaian dan menyelesaikan masalah sesuai rencana sebesar 53,3%; 3) Kesalahan dalam menyelesaikan masalah sesuai rencana sebesar 39,8%; 4) Kesalahan dalam membuat model matematika, menyelesaikan dan melakukan pengecekan jawaban sebesar 61,1%.",TRUE,FALSE,Analisis|indikator|kemampuan|kesalahan,2019-03-28T14:48:26.010464,NA,NA,TRUE,accepted,2019-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f6c698300375c76d4e|5a8c80f7c698300375c76d69|Education|Science and Mathematics Education,NA,2019,https://api.osf.io/v2/preprints/kmwg6/contributors/,https://api.osf.io/v2/preprints/kmwg6/bibliographic_contributors/,https://api.osf.io/v2/preprints/kmwg6/citation/,kmwg6,preprints,https://api.osf.io/v2/preprints/kmwg6/identifiers/,https://api.osf.io/v2/preprints/kmwg6/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/kmwg6/files/,https://api.osf.io/v2/files/5c9c44752460780019fc82d1/,5c9c44752460780019fc82d1,files,https://api.osf.io/v2/preprints/kmwg6/review_actions/,https://api.osf.io/v2/preprints/kmwg6/requests/,https://api.osf.io/v2/preprints/kmwg6/,https://osf.io/preprints/socarxiv/kmwg6/,https://doi.org/10.31235/osf.io/kmwg6,NA,NA,NA,NA,NA,NA
tdwrv,preprints,2019-04-07,2019-07-21,2019-07-21,NA,10.24093/awej/vol10no1.29,Acknowledgement Structure in Persian and English Theses and Dissertations: A Contrastive Genre Analysis,"Acknowledgement appears at the forefront of the high-stakes academic genre of thesis/dissertation writing. Previous research shows the generic structure of acknowledgements written by native Persian postgraduate students contains a ‘thanking-God move’, absent in native English speakers’ acknowledgements. In an approximate replication of Hyland’s (2004) study of the generic structure of acknowledgments, we aimed to verify the occurrence, frequency, and variation of moves and steps in three small corpora of acknowledgments from six disciplines (applied linguistics, business management, computer science, electrical engineering, microbial biotechnology, &amp; biochemistry). Each corpus contained 200 sample acknowledgements written in Persian or English. The authors were native Persian speakers and native English speakers. Fifty acknowledgements (100-400 words) were randomly selected from each corpus and analyzed using Hyland’s model. Two coders carefully, content-analyzed, and coded the acknowledgments. Then the data were analyzed using descriptive and inferential statistics. The results confirmed findings of previous research indicating that acknowledgements written by native Persian speakers (in Persian &amp; in English) contain all the moves and steps defined by Hyland plus a new step called ‘thanking-God’ step. The use of this step was significantly different across Persian and English (84% in English &amp; 100% in Persian; X2= 1.63, p≤ 0.05) and across writers (84% Persian &amp; 34% English; X2= 28.17, p≤.05). ‘Accepting responsibility’ and ‘dedicating the thesis’ were used least frequently by all writers, while ‘thanking move’ and ‘reflecting move’ were used most frequently. Pedagogical and conceptual implications are discussed.",TRUE,FALSE,acknowledgment|genre analysis|M.A. thesis|move analysis|Ph.D. dissertation,2019-07-21T21:11:24.148981,NA,NA,TRUE,accepted,2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2019,https://api.osf.io/v2/preprints/tdwrv/contributors/,https://api.osf.io/v2/preprints/tdwrv/bibliographic_contributors/,https://api.osf.io/v2/preprints/tdwrv/citation/,tdwrv,preprints,https://api.osf.io/v2/preprints/tdwrv/identifiers/,https://api.osf.io/v2/preprints/tdwrv/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/tdwrv/files/,https://api.osf.io/v2/files/5caa5a91641d100019bf7929/,5caa5a91641d100019bf7929,files,https://api.osf.io/v2/preprints/tdwrv/review_actions/,https://api.osf.io/v2/preprints/tdwrv/requests/,https://api.osf.io/v2/preprints/tdwrv/,https://osf.io/preprints/socarxiv/tdwrv/,https://doi.org/10.31235/osf.io/tdwrv,https://doi.org/10.24093/awej/vol10no1.29,NA,NA,NA,NA,NA
g3pdb,preprints,2019-03-15,2020-07-16,2019-03-15,NA,10.1177/2378023119849803,Successes and struggles with computational reproducibility: Lessons from the Fragile Families Challenge,"Reproducibility is fundamental to science, and an important component of reproducibility is computational reproducibility: the ability of a researcher to recreate the results in a published paper using the original author's raw data and code. Although most people agree that computational reproducibility is important, it is still difficult to achieve in practice. In this paper, we describe our approach to enabling computational reproducibility for the 12 papers in this special issue of Socius about the Fragile Families Challenge. Our approach draws on two tools commonly used by professional software engineers but not widely used by academic researchers: software containers (e.g., Docker) and cloud computing (e.g., Amazon Web Services). These tools enabled us to standardize the computing environment around each submission, which will ease computational reproducibility both today and in the future. Drawing on our successes and struggles, we conclude with recommendations to authors and journals.",TRUE,FALSE,Cloud Computing|Computational Reproducibility|Computational Social Science|Open and Reproducible Research|Software Containers,2019-03-15T15:39:07.805277,NA,NA,TRUE,accepted,2019-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e2c|Social and Behavioral Sciences|Sociology|Methodology,NA,2019,https://api.osf.io/v2/preprints/g3pdb/contributors/,https://api.osf.io/v2/preprints/g3pdb/bibliographic_contributors/,https://api.osf.io/v2/preprints/g3pdb/citation/,g3pdb,preprints,https://api.osf.io/v2/preprints/g3pdb/identifiers/,https://api.osf.io/v2/preprints/g3pdb/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/g3pdb/files/,https://api.osf.io/v2/files/5c8b34d480f5d2001781edb0/,5c8b34d480f5d2001781edb0,files,https://api.osf.io/v2/preprints/g3pdb/review_actions/,https://api.osf.io/v2/preprints/g3pdb/requests/,https://api.osf.io/v2/preprints/g3pdb/,https://osf.io/preprints/socarxiv/g3pdb/,https://doi.org/10.31235/osf.io/g3pdb,https://doi.org/10.1177/2378023119849803,NA,NA,NA,NA,NA
